step,lr,total_its,embed_norm,grad_bb,grad_pfc,p16,p32,p64
62590,0.00096275,247.91,144.2434,5.4443,2.0058,57420,4770,530
62600,0.00096272,213.49,141.7484,4.6742,2.0115,57650,4600,470
62610,0.00096270,231.01,141.6076,4.9263,2.0906,57285,4847,588
62620,0.00096268,303.84,140.3940,5.6421,2.1741,57462,4710,549
62630,0.00096265,225.46,143.0526,5.4929,2.0618,57381,4734,605
62640,0.00096263,257.57,138.5511,5.0429,2.0846,56995,5008,716
62650,0.00096261,240.92,143.8338,5.6315,2.1653,57824,4502,395
62660,0.00096258,219.08,137.1577,4.9419,2.1529,57421,4708,591
62670,0.00096256,232.42,137.1483,5.6320,2.1877,57715,4569,436
62680,0.00096253,238.42,135.4442,5.1553,2.0911,57268,4893,559
62690,0.00096251,217.49,143.5145,5.6240,2.0726,57366,4807,546
62700,0.00096249,220.45,143.2610,5.7823,2.0775,57208,4904,608
62710,0.00096246,219.43,143.5425,4.8925,2.0759,57847,4469,404
62720,0.00096244,234.44,138.5705,4.5939,2.0770,57433,4789,498
62730,0.00096242,260.70,140.7971,5.1863,1.9533,57169,4964,587
62740,0.00096239,297.87,137.7747,5.1393,2.0328,57918,4382,420
62750,0.00096237,242.45,140.6889,4.7615,2.1295,57235,4933,552
62760,0.00096234,262.98,137.1772,6.8007,2.0816,57436,4750,535
62770,0.00096232,225.23,140.0547,7.0455,2.1175,58027,4286,407
62780,0.00096230,232.26,142.2563,5.2104,2.1896,57433,4799,488
62790,0.00096227,219.63,138.5709,5.3704,2.2716,56703,5284,732
62800,0.00096225,245.96,138.7425,4.8652,2.1396,57916,4397,407
62810,0.00096223,210.57,138.0039,5.3769,2.1662,57647,4565,508
62820,0.00096220,219.17,137.9205,5.9438,2.0655,57516,4662,542
62830,0.00096218,262.84,141.8936,4.5409,2.0923,57884,4432,404
62840,0.00096215,230.00,140.6875,5.5290,2.1384,57626,4616,478
62850,0.00096213,242.34,139.6299,5.1645,2.0710,57259,4830,631
62860,0.00096211,245.20,138.8453,4.9554,2.0769,57800,4438,482
62870,0.00096208,224.62,140.9202,5.1493,2.1408,57510,4720,490
62880,0.00096206,253.26,138.3951,5.0950,2.2265,57426,4741,554
62890,0.00096204,253.11,140.6936,4.8238,2.1305,57816,4452,453
62900,0.00096201,274.06,142.0351,5.0673,2.2415,57064,5015,641
62910,0.00096199,252.36,142.3904,5.4075,2.0235,57248,4880,592
62920,0.00096197,254.38,144.3861,5.7822,2.1388,57485,4755,480
62930,0.00096194,234.56,140.0435,6.0225,2.1750,57876,4423,421
62940,0.00096192,277.55,140.0433,4.9904,1.9976,57225,4951,544
62950,0.00096189,266.32,143.2440,5.3239,2.0962,57708,4516,496
62960,0.00096187,210.31,141.9213,5.0477,2.1245,56957,5109,654
62970,0.00096185,252.45,143.6121,4.7582,2.1167,57164,4969,587
62980,0.00096182,229.11,141.2141,5.6350,2.0978,57355,4757,608
62990,0.00096180,250.76,138.2202,5.8513,2.1585,57384,4801,535
63000,0.00096178,216.97,137.2506,5.0805,2.1821,56931,5224,565
63010,0.00096175,224.52,136.9516,5.7222,2.1560,57443,4715,562
63020,0.00096173,241.55,134.0639,5.3164,2.0934,57333,4833,554
63030,0.00096170,253.28,136.4248,5.7093,1.9016,57908,4415,397
63040,0.00096168,279.96,141.2883,4.7984,2.1867,57451,4783,486
63050,0.00096166,254.33,137.6822,5.2497,2.2700,57454,4710,556
63060,0.00096163,272.92,139.3602,6.2237,2.2134,57485,4682,554
63070,0.00096161,249.23,137.2437,6.4040,2.1837,57263,4870,587
63080,0.00096159,238.28,144.1798,4.9638,2.1109,57588,4639,492
63090,0.00096156,240.99,136.7678,4.6189,2.1511,57175,4955,591
63100,0.00096154,272.11,135.0338,4.6302,2.0735,57328,4848,544
63110,0.00096151,220.32,135.1435,5.1136,2.0169,57364,4805,551
63120,0.00096149,246.78,139.0190,6.3069,2.1052,57972,4303,445
63130,0.00096147,216.92,137.6707,4.9920,2.2565,57730,4602,388
63140,0.00096144,218.23,141.1735,5.3365,2.0649,57004,5058,658
63150,0.00096142,207.95,137.3799,4.9898,2.1904,57849,4477,394
63160,0.00096140,176.41,137.3650,4.8111,2.0660,57613,4557,550
63170,0.00096137,212.27,139.5882,5.2160,2.0682,57387,4780,554
63180,0.00096135,239.52,139.8123,4.9825,2.0914,57263,4898,560
63190,0.00096133,218.49,136.8667,5.3770,2.0183,57486,4739,495
63200,0.00096130,245.88,134.1744,4.8103,2.0998,57415,4749,556
63210,0.00096128,259.65,138.4698,6.0492,2.0521,57577,4676,467
63220,0.00096125,259.72,140.3926,4.8151,2.0873,57644,4599,477
63230,0.00096123,250.20,140.0968,4.7526,2.1536,57377,4799,544
63240,0.00096121,245.36,138.0921,5.1631,2.1416,57174,4938,607
63250,0.00096118,224.10,141.0643,4.8552,2.2723,57065,5036,619
63260,0.00096116,262.42,140.3711,4.7672,1.9791,58020,4298,402
63270,0.00096114,277.42,137.5423,4.3954,2.1665,57409,4801,510
63280,0.00096111,242.93,134.7448,4.6786,2.2794,57688,4538,493
63290,0.00096109,212.79,135.0572,5.8361,2.0101,57256,4891,573
63300,0.00096106,245.41,136.1456,4.9563,2.1124,57489,4642,589
63310,0.00096104,229.30,137.7083,4.9498,2.0441,57160,4966,594
63320,0.00096102,229.09,133.4177,5.5175,2.1307,57182,4927,611
63330,0.00096099,243.39,139.0944,5.2205,2.1147,57244,4904,572
63340,0.00096097,247.72,137.0926,5.0946,2.1354,57652,4541,527
63350,0.00096095,248.71,135.0610,5.6737,2.2209,57888,4469,363
63360,0.00096092,253.93,140.6788,5.2194,2.1971,57699,4591,430
63370,0.00096090,235.53,142.5630,5.2563,2.0466,57519,4688,513
63380,0.00096087,224.76,141.5417,5.8448,2.1135,57364,4835,521
63390,0.00096085,251.76,139.8083,4.7831,1.9736,57287,4870,563
63400,0.00096083,231.21,138.1571,5.6859,2.0379,57097,5055,568
63410,0.00096080,255.83,140.1833,4.9349,2.1255,57564,4656,500
63420,0.00096078,261.09,136.6071,5.4450,2.0655,57276,4806,638
63430,0.00096076,245.42,138.3819,5.0954,2.0500,57929,4361,430
63440,0.00096073,263.77,137.1271,5.7061,2.1051,57712,4563,445
63450,0.00096071,249.62,135.9444,5.3159,2.0873,57141,4976,603
63460,0.00096069,230.11,142.2705,5.9280,2.0665,57572,4699,449
63470,0.00096066,197.43,139.0255,4.5771,2.0280,57165,4987,568
63480,0.00096064,245.39,134.0742,5.4861,2.1216,57101,4997,623
63490,0.00096061,216.32,130.2030,5.7810,2.0373,57430,4742,548
63500,0.00096059,246.35,137.4918,5.2254,2.0784,57399,4770,551
63510,0.00096057,209.56,135.0617,5.0511,2.1183,57604,4576,540
63520,0.00096054,230.30,135.5883,5.2565,2.1011,57732,4499,489
63530,0.00096052,243.28,132.0762,5.0173,2.0908,57329,4887,504
63540,0.00096050,259.26,136.5094,4.9106,2.1031,57260,4960,499
63550,0.00096047,238.40,134.5458,5.9397,2.0269,57535,4678,508
63560,0.00096045,204.07,135.5172,5.3014,1.9955,57881,4364,475
63570,0.00096042,229.30,135.9826,4.6942,1.9873,57341,4737,642
63580,0.00096040,252.12,138.9680,4.8114,2.1681,57440,4744,536
63590,0.00096038,244.20,140.4445,5.4563,2.1408,57543,4657,520
63600,0.00096035,233.98,136.0565,5.2833,2.1594,57564,4639,517
63610,0.00096033,232.58,136.0291,6.4160,2.0908,57846,4406,468
63620,0.00096031,261.24,136.1785,6.0108,2.1224,57391,4782,547
63630,0.00096028,221.40,133.6782,5.0665,1.8786,57703,4581,436
63640,0.00096026,222.74,138.4399,5.4751,2.0212,57394,4753,573
63650,0.00096023,262.11,136.5054,5.4559,2.1546,57412,4757,552
63660,0.00096021,235.59,134.3943,5.7723,2.0846,57546,4692,482
63670,0.00096019,233.59,136.8717,5.2898,2.0191,57250,4843,627
63680,0.00096016,221.36,135.9633,5.2249,2.1628,57077,5017,626
63690,0.00096014,267.75,135.8673,6.3287,2.1522,57408,4790,522
63700,0.00096012,267.03,132.9451,5.0846,2.1206,57472,4751,497
63710,0.00096009,217.07,135.4992,4.7328,2.1347,57536,4745,439
63720,0.00096007,247.99,136.4948,5.6870,1.9998,57943,4356,420
63730,0.00096005,248.20,134.7061,5.7758,2.1517,57135,4946,638
63740,0.00096002,248.17,138.0081,5.0751,2.0787,57295,4853,572
63750,0.00096000,243.46,140.3328,4.5215,1.9338,57266,4916,538
63760,0.00095997,234.54,133.8728,5.6570,2.1316,57494,4688,538
63770,0.00095995,257.26,134.7951,5.6829,2.1969,58150,4173,397
63780,0.00095993,233.22,141.1544,4.8290,2.0812,57513,4700,507
63790,0.00095990,265.29,137.3552,5.0403,2.0409,57267,4838,615
63800,0.00095988,245.65,140.6633,5.6276,2.1218,57709,4550,460
63810,0.00095986,246.90,132.5893,4.7404,2.0624,57550,4671,498
63820,0.00095983,217.89,137.4133,7.7073,2.0412,57028,5096,596
63830,0.00095981,241.43,134.2765,4.9965,2.2063,57488,4722,510
63840,0.00095978,244.53,134.0444,4.8575,2.1609,57156,4938,626
63850,0.00095976,245.65,139.9564,4.8662,2.1695,57460,4770,490
63860,0.00095974,273.41,134.6546,5.2006,2.2085,57735,4524,461
63870,0.00095971,262.31,137.4496,5.0613,2.0358,57552,4645,523
63880,0.00095969,270.34,140.9678,5.3888,1.9567,57418,4733,569
63890,0.00095967,273.01,135.8803,4.7575,2.0956,57216,4908,595
63900,0.00095964,244.14,134.8075,5.0062,2.0473,57858,4394,468
63910,0.00095962,254.62,132.5050,5.8398,2.1786,57343,4761,616
63920,0.00095959,224.68,136.6421,5.1044,2.1952,57455,4778,487
63930,0.00095957,202.11,139.7427,4.7897,2.1076,57389,4751,580
63940,0.00095955,264.01,133.0242,4.8271,1.9842,57792,4518,410
63950,0.00095952,288.56,137.6228,4.6958,2.0534,57488,4703,529
63960,0.00095950,236.01,135.4688,5.4100,2.1246,57654,4597,468
63970,0.00095948,248.25,130.5834,4.7071,2.1189,57520,4715,486
63980,0.00095945,219.41,135.6062,5.4121,2.1103,57026,5098,596
63990,0.00095943,255.78,140.6851,4.6010,2.0896,57306,4925,489
64000,0.00095941,201.09,135.1550,6.2016,2.1127,57229,4921,570
64010,0.00095938,234.99,140.3147,5.2970,2.0899,56928,5164,629
64020,0.00095936,253.66,135.6631,4.8369,2.1473,57657,4606,457
64030,0.00095933,254.74,137.7899,5.2028,2.0964,57477,4758,485
64040,0.00095931,240.02,132.4124,5.0481,2.0497,57620,4636,464
64050,0.00095929,259.06,138.0781,5.4227,2.0874,57733,4504,482
64060,0.00095926,223.04,131.1203,5.2115,2.0941,56891,5152,677
64070,0.00095924,264.27,128.9205,5.9364,2.1285,57270,4869,581
64080,0.00095922,251.61,132.4410,5.1085,2.1887,57448,4743,529
64090,0.00095919,214.37,133.0557,6.6514,2.1171,57287,4924,510
64100,0.00095917,231.82,135.5058,4.9976,2.1056,57765,4528,426
64110,0.00095914,246.83,130.9879,5.4523,2.1539,57191,4974,555
64120,0.00095912,195.29,135.1575,4.8186,2.1938,57389,4720,610
64130,0.00095910,216.50,135.1779,5.7748,2.0012,57166,4945,609
64140,0.00095907,216.31,135.9612,5.9878,2.0672,57163,4974,583
64150,0.00095905,256.74,140.1783,6.1256,2.1298,58071,4247,403
64160,0.00095903,227.14,131.9579,5.9482,1.9635,57134,4946,640
64170,0.00095900,266.20,135.2250,4.8778,2.0851,57483,4682,555
64180,0.00095898,270.20,137.6232,5.4294,2.0261,57924,4416,380
64190,0.00095895,242.81,139.8364,5.1304,2.0197,57638,4602,480
64200,0.00095893,243.96,138.8075,5.5969,2.1751,57806,4473,441
64210,0.00095891,239.31,134.7511,4.9438,2.0914,57696,4486,539
64220,0.00095888,277.83,134.2536,4.8836,2.0452,57295,4885,541
64230,0.00095886,232.65,135.5227,5.3588,2.1829,57355,4723,642
64240,0.00095884,236.23,133.4927,4.9297,2.1276,57253,4849,618
64250,0.00095881,263.94,135.7551,5.3402,2.1387,57209,4960,551
64260,0.00095879,230.34,132.5967,5.5519,2.0829,57810,4472,438
64270,0.00095877,228.26,132.1435,6.3676,2.0650,57326,4840,554
64280,0.00095874,224.76,132.9797,4.7954,2.0888,57299,4863,558
64290,0.00095872,224.06,138.3056,4.7792,2.2035,57606,4634,479
64300,0.00095869,212.75,133.6312,4.9130,2.1350,57626,4546,549
64310,0.00095867,227.61,134.3515,5.1227,2.1480,57460,4758,502
64320,0.00095865,243.81,139.3857,5.7500,2.2364,57336,4822,562
64330,0.00095862,287.45,135.9849,4.9340,2.1353,57688,4491,541
64340,0.00095860,231.32,135.2722,5.4582,2.1608,57520,4696,504
64350,0.00095858,234.98,137.4949,4.5370,2.0536,56941,5127,652
64360,0.00095855,252.22,135.4799,5.0542,2.1389,57629,4627,464
64370,0.00095853,268.75,133.0599,5.0529,2.1136,57301,4879,540
64380,0.00095850,224.34,132.0854,5.6003,2.1233,57619,4592,508
64390,0.00095848,249.26,136.5511,5.9889,2.1226,56933,5155,632
64400,0.00095846,231.86,134.0603,5.5646,2.0092,57751,4535,434
64410,0.00095843,241.66,130.9772,5.3791,2.1509,57115,5008,597
64420,0.00095841,248.97,132.0218,5.5742,2.1454,57373,4842,506
64430,0.00095839,222.71,133.9472,5.1090,2.0140,57353,4787,580
64440,0.00095836,207.32,136.6400,5.5849,2.0969,57239,4939,542
64450,0.00095834,241.93,134.5840,5.5493,2.1224,57728,4530,462
64460,0.00095831,263.28,133.8941,4.8278,2.0463,56925,5182,613
64470,0.00095829,232.57,132.9231,4.7773,2.0679,57536,4668,516
64480,0.00095827,239.28,137.9869,4.8322,2.1941,57388,4770,563
64490,0.00095824,209.83,136.9500,5.8440,2.0096,57464,4673,583
64500,0.00095822,287.18,135.2683,4.9537,2.1666,57581,4615,524
64510,0.00095820,284.82,136.0607,5.4650,2.0762,57240,4991,489
64520,0.00095817,275.99,137.0499,5.7140,2.1733,57389,4815,516
64530,0.00095815,246.81,140.8218,5.0885,2.0399,57700,4512,509
64540,0.00095813,235.44,131.2288,5.0936,2.1177,57072,5027,621
64550,0.00095810,229.63,133.1232,5.0576,1.9638,57614,4646,460
64560,0.00095808,252.17,131.9738,5.1841,2.0053,57378,4829,513
64570,0.00095805,264.43,139.1694,5.4674,2.1234,57463,4720,536
64580,0.00095803,235.06,136.9905,4.7454,2.0900,57287,4891,542
64590,0.00095801,227.90,135.4046,5.0589,2.0768,57620,4582,518
64600,0.00095798,216.95,133.2748,5.2402,2.0775,57484,4728,508
64610,0.00095796,237.16,138.7370,6.5456,2.1062,57845,4467,408
64620,0.00095794,254.70,133.2577,5.2119,2.1641,57208,4878,634
64630,0.00095791,260.98,134.2825,5.0020,2.0716,57284,4893,544
64640,0.00095789,252.02,136.2159,5.1410,2.1469,57862,4431,427
64650,0.00095786,276.04,135.8532,5.3048,2.1033,57396,4765,559
64660,0.00095784,257.00,137.7097,4.6627,2.0876,57407,4787,526
64670,0.00095782,252.54,137.9584,4.8448,2.0359,57810,4459,451
64680,0.00095779,260.60,128.7006,5.4202,2.2197,57212,4918,591
64690,0.00095777,213.05,133.2298,5.4363,2.1397,57404,4781,535
64700,0.00095775,273.93,131.8324,5.7216,2.0981,57791,4482,447
64710,0.00095772,226.03,134.8224,7.4709,2.1257,57807,4407,506
64720,0.00095770,250.05,136.5145,4.5409,2.0970,57613,4646,460
64730,0.00095767,238.21,131.6930,4.9891,2.1661,57374,4768,578
64740,0.00095765,215.11,134.1398,5.8250,2.1055,57586,4658,476
64750,0.00095763,226.04,131.9776,5.1995,2.1092,57432,4728,560
64760,0.00095760,239.27,128.5681,5.0529,2.1672,57477,4754,489
64770,0.00095758,274.46,132.5636,5.1369,2.0271,57944,4335,441
64780,0.00095756,222.25,131.4644,5.8691,2.0385,57244,4893,583
64790,0.00095753,224.56,136.2570,5.2814,2.1079,57388,4773,559
64800,0.00095751,222.06,131.0056,5.1526,1.9699,57559,4611,550
64810,0.00095749,275.85,134.2002,5.2107,2.0706,57628,4609,484
64820,0.00095746,265.62,132.7240,5.1748,2.1672,57300,4885,535
64830,0.00095744,257.66,129.8352,5.3785,2.0666,57364,4809,547
64840,0.00095741,205.59,131.4144,5.0127,1.9930,57238,4862,620
64850,0.00095739,273.71,130.6677,5.9814,2.0988,57121,5012,587
64860,0.00095737,248.85,127.8815,5.3048,2.0080,57559,4670,492
64870,0.00095734,216.47,131.3880,5.8394,2.1081,57672,4588,460
64880,0.00095732,226.93,132.1487,5.8026,2.0382,57256,4896,568
64890,0.00095730,227.79,133.7621,5.6288,2.1947,57799,4508,413
64900,0.00095727,242.66,132.3870,5.5743,2.1256,57071,5037,612
64910,0.00095725,269.80,133.5787,5.7943,2.0795,57145,4978,597
64920,0.00095722,287.68,138.1192,4.9082,1.9433,57887,4359,474
64930,0.00095720,249.09,134.8471,5.4993,2.0845,58022,4286,412
64940,0.00095718,231.63,134.0269,5.3448,2.0523,57424,4739,557
64950,0.00095715,262.26,127.0544,6.6349,2.0575,57094,5009,617
64960,0.00095713,237.02,131.3900,4.6319,2.2221,57868,4434,419
64970,0.00095711,231.92,134.9525,4.4558,2.0299,57567,4640,513
64980,0.00095708,240.80,130.0514,5.4249,2.0318,57233,4902,585
64990,0.00095706,211.94,137.6925,4.8253,2.1085,57643,4589,487
65000,0.00095703,227.85,134.1614,5.8991,2.0980,56804,5213,702
65010,0.00095701,236.23,131.7861,5.6260,2.0025,57303,4821,596
65020,0.00095699,213.13,131.9507,4.5034,2.2164,57520,4686,514
65030,0.00095696,248.53,130.1455,5.3434,2.3076,57244,4874,602
65040,0.00095694,278.61,132.5543,5.0695,1.9311,57192,4932,596
65050,0.00095692,222.50,136.2599,5.0066,2.0569,56938,5099,683
65060,0.00095689,255.00,133.6455,5.0853,2.1488,57388,4833,500
65070,0.00095687,249.47,134.5377,5.4112,2.0552,57392,4795,533
65080,0.00095685,244.54,135.0042,5.5783,2.1155,57518,4703,500
65090,0.00095682,277.32,128.8773,5.5646,2.0577,57317,4840,562
65100,0.00095680,235.89,130.0460,5.5345,2.1842,57342,4845,534
65110,0.00095677,293.42,130.5973,5.4201,2.0742,57482,4708,530
65120,0.00095675,234.07,135.0985,5.0303,2.0335,57441,4744,535
65130,0.00095673,255.29,131.3977,5.8847,2.0669,57167,4899,655
65140,0.00095670,218.86,132.0034,5.4945,2.1172,56954,5094,672
65150,0.00095668,259.34,133.4849,4.9535,2.1086,57821,4447,452
65160,0.00095666,225.12,138.3848,4.9759,2.0661,57507,4696,517
65170,0.00095663,240.06,137.1339,5.1196,2.0860,57681,4632,406
65180,0.00095661,215.03,133.2391,4.9606,2.1063,57537,4648,535
65190,0.00095658,241.96,134.9492,5.5489,1.9252,58012,4340,368
65200,0.00095656,270.00,135.3906,5.8632,2.2113,57854,4413,453
65210,0.00095654,284.80,134.4207,4.8949,2.0493,57753,4539,428
65220,0.00095651,244.17,134.8744,4.9819,2.0365,57676,4542,502
65230,0.00095649,266.04,134.1327,5.8592,1.9918,57532,4645,544
65240,0.00095647,221.32,135.7711,5.2506,2.1104,57077,5010,633
65250,0.00095644,277.76,134.2415,4.5532,2.2419,57878,4411,431
65260,0.00095642,230.87,131.8802,6.1248,2.1713,57304,4859,556
65270,0.00095639,246.49,133.7200,5.7238,1.9712,57698,4500,521
65280,0.00095637,233.88,132.4453,5.4454,2.2115,57244,4869,607
65290,0.00095635,254.49,132.8935,6.0559,2.1115,57986,4309,425
65300,0.00095632,230.52,133.5456,5.9083,2.0975,56697,5288,735
65310,0.00095630,224.37,133.2710,5.3953,2.0691,57077,5003,640
65320,0.00095628,255.92,132.9036,6.4786,2.1259,57480,4714,527
65330,0.00095625,235.45,135.1034,4.9499,2.0233,57576,4674,470
65340,0.00095623,220.41,139.4592,5.1205,1.9931,57919,4389,412
65350,0.00095621,260.24,130.8146,6.2224,2.0374,57518,4668,534
65360,0.00095618,268.54,133.2322,5.0205,2.1139,57146,5018,556
65370,0.00095616,266.18,129.5112,4.8877,2.0274,57691,4571,458
65380,0.00095613,273.92,134.0564,5.2327,2.1048,57470,4680,570
65390,0.00095611,259.43,139.2003,4.8106,2.1357,57630,4666,424
65400,0.00095609,256.07,136.9280,5.0062,2.0628,57904,4376,440
65410,0.00095606,229.87,133.9219,5.0971,2.2323,57273,4880,566
65420,0.00095604,244.98,129.0344,5.4017,2.0365,57097,5029,595
65430,0.00095602,268.59,130.3173,5.0517,2.1377,57148,5002,571
65440,0.00095599,222.37,134.9087,5.0044,2.0524,57340,4848,532
65450,0.00095597,138.81,132.3274,4.9477,2.1643,57337,4844,539
65460,0.00095594,187.30,129.2147,5.0491,2.0395,57051,5017,652
65470,0.00095592,256.88,130.0150,4.9972,2.1213,57604,4615,502
65480,0.00095590,223.43,128.5943,5.9927,2.1781,57390,4745,585
65490,0.00095587,243.66,127.6788,5.4597,2.1381,57583,4687,450
65500,0.00095585,199.35,126.6162,6.1762,2.1770,56834,5255,632
65510,0.00095583,220.86,124.6302,5.6419,2.1375,57550,4660,510
65520,0.00095580,223.59,127.8711,5.9828,2.0938,57274,4851,594
65530,0.00095578,233.12,132.6615,5.1543,2.0552,57644,4623,453
65540,0.00095575,241.17,125.5663,5.7100,2.2121,57241,4919,560
65550,0.00095573,227.22,125.5710,5.0968,2.0956,57031,5134,555
65560,0.00095571,295.57,132.5081,6.2454,2.1157,57074,5064,582
65570,0.00095568,249.46,121.6510,7.0543,2.0014,57737,4518,465
65580,0.00095566,239.22,132.5292,5.6812,2.0950,57018,5094,608
65590,0.00095564,272.53,122.7670,5.8694,2.1915,57175,5006,540
65600,0.00095561,217.36,123.2663,5.9494,2.0670,57744,4472,504
65610,0.00095559,242.61,126.1730,5.4076,2.2349,57472,4746,502
65620,0.00095557,206.20,122.0520,5.3406,2.0680,57110,4970,640
65630,0.00095554,249.43,122.3532,4.9280,2.1371,58244,4092,385
65640,0.00095552,230.52,122.5640,5.6733,2.0617,57178,4939,603
65650,0.00095549,258.94,125.9290,6.4288,2.0334,57397,4815,508
65660,0.00095547,242.50,125.4372,5.5592,2.2149,57939,4354,426
65670,0.00095545,237.22,124.7795,6.0064,2.1537,57220,4907,593
65680,0.00095542,247.17,121.5818,5.5235,2.0616,57441,4755,524
65690,0.00095540,236.21,125.7727,5.7804,2.1262,57213,4980,528
65700,0.00095538,240.57,124.1550,5.4951,2.0580,57771,4426,523
65710,0.00095535,264.87,123.9594,4.9913,2.1417,57639,4621,460
65720,0.00095533,260.93,123.7684,5.5850,2.0642,57297,4912,510
65730,0.00095530,262.10,122.3279,6.2523,2.1694,57537,4659,524
65740,0.00095528,266.37,128.9776,5.8257,2.0312,57572,4658,490
65750,0.00095526,252.09,123.6881,8.5189,2.0829,56988,5177,555
65760,0.00095523,272.96,124.8383,7.1127,2.1114,57378,4768,574
65770,0.00095521,245.64,125.8001,4.8431,2.0329,57762,4485,473
65780,0.00095519,237.32,125.5985,5.1416,2.0678,57502,4692,525
65790,0.00095516,250.82,128.8309,6.2493,2.0924,57709,4557,454
65800,0.00095514,292.72,129.9783,5.7666,2.0495,57562,4701,457
65810,0.00095511,215.69,124.7982,6.1652,2.0773,57234,4920,565
65820,0.00095509,225.73,125.9826,5.5742,1.9125,57143,4949,628
65830,0.00095507,242.17,125.4333,6.5021,2.1468,57502,4776,442
65840,0.00095504,237.93,122.8012,5.7386,2.0370,56915,5118,687
65850,0.00095502,269.14,127.2709,5.6871,2.1606,57704,4561,455
65860,0.00095500,260.91,125.1486,6.0821,2.1753,57145,5017,559
65870,0.00095497,235.77,132.9867,5.9727,2.1106,57463,4737,520
65880,0.00095495,227.23,124.8265,6.0002,2.0401,57366,4841,514
65890,0.00095493,230.19,127.9538,5.8150,2.0972,57359,4763,598
65900,0.00095490,233.78,126.7945,5.0322,2.1206,57591,4590,539
65910,0.00095488,245.24,130.5928,5.9263,2.0119,57228,4893,598
65920,0.00095485,267.13,126.7089,5.4140,2.0958,57129,4964,627
65930,0.00095483,258.57,124.7292,6.3375,2.0382,57676,4632,413
65940,0.00095481,261.26,124.4569,5.8008,2.0584,57532,4654,535
65950,0.00095478,256.89,132.7177,5.3086,2.0847,57686,4565,470
65960,0.00095476,253.03,128.3628,5.9945,2.0024,57498,4750,472
65970,0.00095474,234.31,128.5075,4.6502,2.1463,57870,4457,392
65980,0.00095471,237.50,126.9751,5.3937,2.0550,57429,4776,515
65990,0.00095469,229.22,127.1091,5.4805,2.1007,57688,4562,470
66000,0.00095466,227.79,126.4210,5.1263,2.0129,57200,4955,566
66010,0.00095464,231.25,125.0399,5.4352,2.0729,57559,4579,582
66020,0.00095462,256.65,127.4998,5.3146,2.1301,57779,4523,418
66030,0.00095459,234.57,125.0111,5.2278,2.1019,57551,4697,472
66040,0.00095457,231.31,126.5880,5.3545,2.0848,57489,4701,530
66050,0.00095455,224.23,124.3935,5.2153,2.1653,57291,4886,543
66060,0.00095452,216.41,125.9024,5.5875,1.9987,56991,5052,676
66070,0.00095450,224.01,126.2894,5.5558,1.9599,57514,4689,517
66080,0.00095447,219.98,122.3963,5.6599,1.9992,57453,4715,552
66090,0.00095445,242.58,126.6134,7.4021,2.2398,57211,4941,568
66100,0.00095443,263.51,125.7969,6.7464,1.9683,57447,4743,530
66110,0.00095440,255.32,124.9381,5.7738,2.0545,57253,4902,565
66120,0.00095438,265.93,123.7175,5.4934,2.0117,57617,4602,501
66130,0.00095436,234.82,126.7405,5.3164,2.1094,57262,4852,606
66140,0.00095433,247.74,129.0257,6.5044,2.1021,57371,4820,529
66150,0.00095431,231.82,125.2668,5.1574,2.1841,57419,4773,528
66160,0.00095429,213.29,127.7229,5.5120,2.0046,56952,5133,635
66170,0.00095426,235.47,128.0756,5.7639,1.9829,57362,4846,513
66180,0.00095424,206.30,126.4774,5.7544,2.1469,56912,5168,640
66190,0.00095421,214.90,122.5516,5.4160,2.0679,57703,4550,467
66200,0.00095419,242.08,127.1928,4.9068,2.0253,57588,4661,471
66210,0.00095417,242.27,127.9581,5.6115,2.0385,57482,4733,505
66220,0.00095414,254.08,121.5508,6.3814,2.0806,57114,4991,615
66230,0.00095412,244.91,123.0731,5.3380,2.0918,57347,4794,578
66240,0.00095410,280.82,122.4993,5.7577,2.0780,57747,4496,477
66250,0.00095407,244.37,121.9054,5.1845,2.0961,57465,4710,545
66260,0.00095405,246.55,120.9586,5.9566,2.1041,57272,4839,609
66270,0.00095402,241.19,122.8243,6.0194,2.0471,57249,4868,602
66280,0.00095400,247.02,123.4493,6.0904,2.0230,57392,4784,545
66290,0.00095398,213.64,118.2745,5.9284,1.9325,57570,4684,466
66300,0.00095395,225.66,123.2352,5.4864,2.2123,57266,4885,569
66310,0.00095393,249.80,119.2491,5.3357,2.0335,57642,4592,486
66320,0.00095391,233.97,126.6130,5.0875,2.0458,57732,4486,502
66330,0.00095388,252.74,125.2208,5.8178,2.0381,57392,4774,554
66340,0.00095386,251.98,121.2480,5.5971,1.9954,57668,4575,477
66350,0.00095383,245.16,126.8656,5.8390,2.0709,57270,4893,557
66360,0.00095381,268.35,125.4549,5.7223,2.0630,57573,4656,491
66370,0.00095379,258.51,122.0069,6.6043,2.1932,57343,4853,524
66380,0.00095376,223.99,122.6667,4.7738,2.1353,57340,4849,531
66390,0.00095374,245.45,124.9795,4.7673,2.0610,57372,4895,452
66400,0.00095372,229.29,125.9290,5.0192,2.1315,57611,4607,502
66410,0.00095369,281.08,125.3497,5.2608,2.1503,57750,4489,481
66420,0.00095367,231.94,122.2707,5.0980,2.0783,56641,5353,726
66430,0.00095365,259.86,123.0590,5.6955,2.0323,57552,4695,473
66440,0.00095362,253.38,127.2317,5.9166,2.0612,57763,4499,458
66450,0.00095360,271.42,124.4564,5.1461,2.0936,57279,4864,577
