step,lr,total_its,embed_norm,grad_bb,grad_pfc
349570,0.00028250,479.49,53.5733,12.2687,3.6035
349580,0.00028248,482.88,53.3224,12.3016,3.8025
349590,0.00028245,483.82,55.8874,14.5304,3.5569
349600,0.00028243,478.17,55.5047,11.7709,3.7556
349610,0.00028240,476.49,53.9114,11.9344,3.6663
349620,0.00028238,488.33,55.3602,13.1451,3.7452
349630,0.00028236,484.67,53.8655,13.3931,3.5578
349640,0.00028233,482.99,55.6728,12.4984,3.7483
349650,0.00028231,474.10,53.7691,14.0576,3.7194
349660,0.00028229,483.80,54.4885,14.2343,3.7721
349670,0.00028226,482.49,54.1167,14.1339,3.8350
349680,0.00028224,486.16,54.6668,13.4170,3.3980
349690,0.00028221,476.77,54.9989,13.0129,3.7975
349700,0.00028219,482.11,53.3844,11.9057,3.5988
349710,0.00028217,493.18,54.5970,13.3518,3.6677
349720,0.00028214,488.41,53.9855,13.1009,3.6225
349730,0.00028212,476.48,54.9134,12.8617,3.7734
349740,0.00028210,485.42,53.7457,13.6020,3.5205
349750,0.00028207,477.73,54.2752,13.6267,3.6758
349760,0.00028205,479.48,54.4857,12.4807,3.7635
349770,0.00028203,484.59,53.5322,13.0337,3.7290
349780,0.00028200,472.12,53.0396,12.6869,3.4867
349790,0.00028198,490.27,53.0121,12.1353,3.6643
349800,0.00028195,472.09,55.2386,13.5330,3.7982
349810,0.00028193,475.82,53.4613,13.0213,3.8161
349820,0.00028191,479.74,53.8525,12.8943,3.5715
349830,0.00028188,481.80,54.3832,12.7543,3.7501
349840,0.00028186,483.91,55.2472,12.6866,3.9090
349850,0.00028184,482.16,54.4394,13.0420,3.7326
349860,0.00028181,479.73,54.2204,12.3886,3.7911
349870,0.00028179,484.90,55.4142,14.0137,3.5647
349880,0.00028176,467.90,53.4962,14.5356,3.4788
349890,0.00028174,478.96,54.4117,12.5966,3.7080
349900,0.00028172,480.08,55.0714,16.5966,3.6975
349910,0.00028169,472.77,54.0013,12.7652,3.6200
349920,0.00028167,478.70,53.7180,12.3323,3.7490
349930,0.00028165,489.46,51.4083,14.0885,3.5744
349940,0.00028162,483.68,54.0938,12.7840,3.6651
349950,0.00028160,483.06,53.5664,12.6081,3.6062
349960,0.00028157,479.61,52.6621,12.8266,3.9610
349970,0.00028155,474.12,53.6291,12.3832,3.5570
349980,0.00028153,487.29,53.2874,12.9458,3.5869
349990,0.00028150,465.95,54.4991,12.9149,3.6784
350000,0.00028148,390.83,56.0661,12.3661,3.5462
350010,0.00028146,487.03,55.6917,13.3103,3.5027
350020,0.00028143,474.35,53.0467,14.0827,3.6439
350030,0.00028141,470.75,54.6121,12.4814,3.8027
350040,0.00028139,481.27,53.7275,13.8412,3.5884
350050,0.00028136,478.56,54.8554,12.9634,3.5707
350060,0.00028134,489.81,55.6352,12.6150,3.8492
350070,0.00028131,494.05,55.4032,13.0106,3.7255
350080,0.00028129,488.57,52.9105,13.0964,3.5819
350090,0.00028127,486.97,53.6555,13.0633,3.8207
350100,0.00028124,488.32,53.9253,12.5224,3.4420
350110,0.00028122,483.37,55.7750,13.3298,3.4819
350120,0.00028120,468.11,52.9780,13.4653,3.5807
350130,0.00028117,487.75,54.4681,12.7427,3.7557
350140,0.00028115,465.06,51.9125,14.4733,3.7036
350150,0.00028112,472.91,54.2825,12.4665,3.8791
350160,0.00028110,466.02,55.1126,13.1067,3.9552
350170,0.00028108,476.54,55.1429,12.2341,3.8332
350180,0.00028105,468.28,54.4358,13.2708,3.7356
350190,0.00028103,490.15,53.5059,13.2594,3.5790
350200,0.00028101,467.84,53.3150,13.9449,3.7699
350210,0.00028098,471.72,53.9005,13.1437,3.6450
350220,0.00028096,483.16,54.2683,12.3011,3.5766
350230,0.00028093,483.09,56.4147,11.8151,3.8153
350240,0.00028091,477.65,54.4874,12.2157,3.6763
350250,0.00028089,476.45,54.4626,14.0529,3.7106
350260,0.00028086,477.09,54.7589,12.4995,3.6799
350270,0.00028084,479.66,53.1763,12.4989,3.7033
350280,0.00028082,476.59,56.2988,14.8537,3.6456
350290,0.00028079,476.76,52.9765,12.3466,3.4731
350300,0.00028077,487.20,53.8248,12.8461,3.6792
350310,0.00028075,474.12,54.1044,16.0508,3.5722
350320,0.00028072,493.16,55.8335,12.5161,3.6559
350330,0.00028070,478.29,54.8623,13.4184,3.6614
350340,0.00028067,492.98,55.5743,12.9127,3.5431
350350,0.00028065,479.29,52.2025,12.6381,3.8203
350360,0.00028063,475.47,53.4920,12.2161,3.5175
350370,0.00028060,483.00,53.8900,12.3640,3.6402
350380,0.00028058,481.47,53.0613,13.0379,3.6854
350390,0.00028056,487.26,53.7785,14.0284,3.6265
350400,0.00028053,488.93,54.1785,12.1453,3.7398
350410,0.00028051,486.51,55.5300,12.9314,3.7771
350420,0.00028048,476.65,54.1000,14.5672,3.8421
350430,0.00028046,494.04,54.7871,12.2373,3.6744
350440,0.00028044,481.51,53.6863,12.6839,3.7611
350450,0.00028041,479.98,54.3031,12.3345,3.7537
350460,0.00028039,468.93,54.7250,12.4613,3.9907
350470,0.00028037,486.72,55.4095,13.0799,3.5682
350480,0.00028034,485.53,53.4631,13.2177,3.6070
350490,0.00028032,483.41,54.9155,12.3650,3.8189
350500,0.00028029,491.19,54.6690,12.1267,3.6439
350510,0.00028027,469.81,54.5889,12.4643,3.7586
350520,0.00028025,477.63,54.6567,13.2095,3.5341
350530,0.00028022,487.54,53.7320,13.0692,3.6764
350540,0.00028020,479.07,52.9034,13.0768,3.6379
350550,0.00028018,476.79,52.6074,12.2987,3.5957
350560,0.00028015,479.05,54.6017,15.6322,3.5677
350570,0.00028013,472.19,55.1135,13.2102,3.5159
350580,0.00028011,477.48,52.8901,12.7008,3.6300
350590,0.00028008,495.96,54.2221,13.4093,3.7337
350600,0.00028006,487.06,53.8243,13.0015,3.6012
350610,0.00028003,489.40,53.2510,12.3398,3.8367
350620,0.00028001,472.97,52.0525,12.5336,3.7274
350630,0.00027999,479.38,53.8979,12.6575,3.8536
350640,0.00027996,477.78,52.3138,12.9482,3.8295
350650,0.00027994,467.56,51.5413,13.4162,3.6671
350660,0.00027992,486.59,54.8343,13.6295,3.5485
350670,0.00027989,487.63,56.2676,12.9608,3.6966
350680,0.00027987,482.83,53.2949,12.8579,3.7802
350690,0.00027984,469.33,53.3121,13.4479,3.8079
350700,0.00027982,482.85,52.8479,14.3086,3.6893
350710,0.00027980,490.04,53.9662,12.2496,3.5940
350720,0.00027977,488.82,53.6056,13.0393,3.8089
350730,0.00027975,484.11,54.8727,12.7470,3.7568
350740,0.00027973,488.26,55.4692,12.8087,3.5947
350750,0.00027970,480.11,52.2727,13.0948,3.8561
350760,0.00027968,466.08,51.9321,12.9845,3.9532
350770,0.00027965,477.05,52.3002,15.1133,3.8098
350780,0.00027963,492.84,53.8258,12.4245,3.6991
350790,0.00027961,481.71,54.4260,13.6517,3.7987
350800,0.00027958,482.78,53.6840,12.9377,3.5355
350810,0.00027956,461.05,53.3684,12.3942,3.7093
350820,0.00027954,469.10,54.7815,13.9279,3.7453
350830,0.00027951,487.87,54.5519,11.8122,3.7063
350840,0.00027949,480.30,53.7618,12.0560,3.8396
350850,0.00027947,487.67,55.4146,12.9048,3.7258
350860,0.00027944,478.28,53.3125,12.6120,3.7398
350870,0.00027942,468.64,54.9852,12.8039,3.5890
350880,0.00027939,493.50,54.2475,13.9155,3.8047
350890,0.00027937,471.32,54.6538,14.4023,3.5317
350900,0.00027935,484.37,54.7651,12.3670,3.7390
350910,0.00027932,484.14,54.8169,13.4819,3.7366
350920,0.00027930,484.10,54.7369,13.2591,3.5198
350930,0.00027928,486.96,55.1038,12.9129,3.6971
350940,0.00027925,468.52,56.1675,13.6823,3.6966
350950,0.00027923,478.62,53.3882,12.2847,3.9919
350960,0.00027920,486.12,54.5211,13.1802,3.7715
350970,0.00027918,462.42,55.0534,12.9834,3.9294
350980,0.00027916,478.49,53.3167,13.9773,3.5192
350990,0.00027913,492.84,52.6997,12.5196,3.7594
351000,0.00027911,474.64,53.6054,12.4015,3.6441
351010,0.00027909,486.43,55.3167,13.7318,3.8541
351020,0.00027906,479.59,53.7119,12.3258,3.6130
351030,0.00027904,491.07,55.2187,12.3938,3.6805
351040,0.00027901,495.93,54.1480,13.2073,3.6089
351050,0.00027899,404.81,54.5815,13.3726,3.9075
351060,0.00027897,475.27,54.1013,13.2160,3.6968
351070,0.00027894,472.16,54.0666,13.1630,3.8634
351080,0.00027892,478.90,54.1289,12.9159,3.8023
351090,0.00027890,485.87,53.9966,12.9017,3.6422
351100,0.00027887,485.11,53.8353,12.5164,3.6383
351110,0.00027885,474.12,52.9176,12.7703,3.7330
351120,0.00027883,481.50,54.0726,12.1950,3.6222
351130,0.00027880,490.49,51.9835,12.5462,3.9491
351140,0.00027878,486.16,55.2304,13.0429,3.7266
351150,0.00027875,469.50,54.9077,13.0637,3.4806
351160,0.00027873,470.27,52.6560,13.0425,3.9232
351170,0.00027871,481.92,53.9828,13.6887,3.8145
351180,0.00027868,479.99,53.0100,12.4571,3.7316
351190,0.00027866,483.85,52.9387,12.8924,3.7264
351200,0.00027864,471.26,53.6609,12.6506,3.6567
351210,0.00027861,482.26,54.1371,12.9917,3.5747
351220,0.00027859,491.78,55.6252,12.0190,3.5998
351230,0.00027856,472.04,53.2700,14.7934,3.5553
351240,0.00027854,473.66,54.0545,13.0763,3.6114
351250,0.00027852,474.68,53.4395,12.5044,3.7680
351260,0.00027849,487.66,53.8723,13.6026,3.7046
351270,0.00027847,475.57,53.9159,15.0795,3.6706
351280,0.00027845,480.37,55.0511,12.9156,3.8009
351290,0.00027842,501.08,53.6551,12.1594,3.8397
351300,0.00027840,477.70,53.8837,14.7909,3.7586
351310,0.00027837,485.36,53.8768,12.4399,3.7249
351320,0.00027835,476.72,53.9115,12.3382,3.6166
351330,0.00027833,474.42,51.1253,12.8665,3.7312
351340,0.00027830,484.35,53.0950,12.7271,3.5496
351350,0.00027828,492.38,53.5949,16.1238,3.7682
351360,0.00027826,482.29,51.9389,15.9945,3.6552
351370,0.00027823,479.83,52.9034,15.3520,3.7797
351380,0.00027821,480.44,54.4942,17.6155,3.4772
351390,0.00027819,485.11,54.8204,12.0444,3.8051
351400,0.00027816,479.09,55.5716,13.0766,3.7570
351410,0.00027814,488.14,51.7320,12.4948,3.7372
351420,0.00027811,475.49,53.1490,12.2503,3.7258
351430,0.00027809,472.98,54.3495,12.8877,3.7752
351440,0.00027807,488.11,53.0526,13.2644,3.8287
351450,0.00027804,485.98,53.9903,13.7090,3.7510
351460,0.00027802,488.98,55.3432,12.3729,3.5405
351470,0.00027800,482.16,53.1669,13.4973,3.5889
351480,0.00027797,380.32,53.5966,12.5040,3.7447
351490,0.00027795,479.30,52.4436,13.3960,3.8971
351500,0.00027792,474.95,54.2565,12.9717,3.4787
351510,0.00027790,472.94,52.6133,13.8343,3.7406
351520,0.00027788,496.79,53.8788,15.3880,3.7006
351530,0.00027785,475.17,52.6555,13.5389,3.9749
351540,0.00027783,468.82,53.1778,13.5573,3.6637
351550,0.00027781,483.72,52.7081,12.3990,3.9335
351560,0.00027778,492.35,53.5664,13.4561,3.8289
351570,0.00027776,485.40,54.0683,14.6705,3.8567
351580,0.00027773,485.28,51.0999,13.3125,3.6676
351590,0.00027771,469.74,52.2804,12.2563,3.7034
351600,0.00027769,484.06,53.3656,12.1969,3.4983
351610,0.00027766,484.57,53.6513,12.8834,3.7846
351620,0.00027764,493.05,54.4890,13.3815,3.6372
351630,0.00027762,479.19,52.7643,12.2999,3.8516
351640,0.00027759,480.71,54.0781,13.4882,3.5389
351650,0.00027757,488.31,53.7261,12.1690,3.6102
351660,0.00027755,492.06,52.8457,12.8927,3.6858
351670,0.00027752,484.83,53.3223,13.5718,3.6239
351680,0.00027750,484.33,52.2336,12.2994,3.5252
351690,0.00027747,476.81,53.0135,12.9680,3.6323
351700,0.00027745,479.43,51.8044,12.5176,3.8178
351710,0.00027743,499.56,52.9339,12.5210,3.7923
351720,0.00027740,483.25,54.0141,12.7268,3.7226
351730,0.00027738,467.61,53.9083,14.4045,3.8026
351740,0.00027736,483.67,52.5866,12.5887,3.8616
351750,0.00027733,490.67,53.1731,12.6268,3.8098
351760,0.00027731,491.02,53.1888,11.9250,3.6426
351770,0.00027728,481.76,52.9398,13.0993,3.7071
351780,0.00027726,482.07,52.4947,13.5931,3.7754
351790,0.00027724,481.13,52.8753,13.2256,3.5599
351800,0.00027721,485.19,52.9095,12.2348,3.8111
351810,0.00027719,476.05,53.6412,12.5575,3.5668
351820,0.00027717,474.97,53.5275,13.8226,3.6276
351830,0.00027714,479.08,53.1717,13.1684,3.8425
351840,0.00027712,481.13,52.7459,13.1601,3.7430
351850,0.00027709,482.83,53.8792,12.2314,3.7205
351860,0.00027707,463.51,51.7527,12.5647,3.7690
351870,0.00027705,386.89,53.0027,13.1988,3.6839
351880,0.00027702,482.54,53.7402,12.8929,3.8082
351890,0.00027700,386.87,53.4241,12.7655,3.8679
351900,0.00027698,492.51,53.7116,12.2198,3.7969
351910,0.00027695,485.25,53.2509,12.4504,3.5773
351920,0.00027693,476.75,53.4828,13.6468,3.8258
351930,0.00027691,475.50,53.5451,12.9075,3.6921
351940,0.00027688,471.57,53.8931,13.2433,3.7334
351950,0.00027686,481.73,53.5506,12.9883,3.4124
351960,0.00027683,493.14,52.9018,13.6759,3.6924
351970,0.00027681,484.00,54.5977,11.9951,3.8215
351980,0.00027679,482.15,53.1494,12.7093,3.6500
351990,0.00027676,472.16,53.0922,13.2499,3.5302
352000,0.00027674,394.52,53.3781,13.0674,3.7653
352010,0.00027672,490.95,53.7355,12.4954,3.7201
352020,0.00027669,489.39,52.9460,13.0266,3.9100
352030,0.00027667,468.48,53.5791,12.9647,3.9902
352040,0.00027664,464.17,52.6721,12.3180,3.7303
352050,0.00027662,477.94,54.3119,12.0539,3.7739
352060,0.00027660,483.66,52.9340,13.7667,3.8003
352070,0.00027657,477.34,53.7492,12.7879,3.7464
352080,0.00027655,492.15,52.8917,13.8950,3.6548
352090,0.00027653,484.82,51.2198,12.8553,3.8657
352100,0.00027650,478.47,52.8721,13.8678,3.7061
352110,0.00027648,474.43,53.9335,12.0119,3.5540
352120,0.00027645,480.83,52.4073,14.7017,3.5468
352130,0.00027643,483.50,53.1427,12.9030,3.5497
352140,0.00027641,478.37,52.4641,12.7052,3.5881
352150,0.00027638,485.83,53.4596,13.7187,3.6710
352160,0.00027636,476.31,53.1057,12.6880,3.6825
352170,0.00027634,475.02,54.7211,12.6896,3.8128
352180,0.00027631,460.33,51.4651,12.4601,3.8415
352190,0.00027629,477.83,51.8007,12.8285,3.8006
352200,0.00027627,481.39,53.9324,13.4276,3.5963
352210,0.00027624,481.27,52.8746,12.8833,3.6898
352220,0.00027622,487.19,53.9390,12.6052,3.9231
352230,0.00027619,480.26,52.3721,13.1509,3.7441
352240,0.00027617,480.33,54.5000,12.8330,3.8134
352250,0.00027615,488.41,53.2481,12.9791,3.6554
352260,0.00027612,489.99,52.6877,13.3003,3.6156
352270,0.00027610,486.32,53.9391,14.8680,3.6294
352280,0.00027608,476.41,54.1564,13.6896,3.5852
352290,0.00027605,484.54,55.3923,12.4002,3.8564
352300,0.00027603,485.43,52.7958,12.8628,3.7740
352310,0.00027600,486.02,53.5580,13.8618,3.7559
352320,0.00027598,501.34,53.2168,12.7345,3.6369
352330,0.00027596,485.54,53.2624,12.3938,3.5700
352340,0.00027593,491.19,55.0927,13.0263,3.7912
352350,0.00027591,475.27,54.8660,13.1688,3.6434
352360,0.00027589,481.78,54.5309,14.4814,3.6450
352370,0.00027586,485.11,52.6384,12.9904,3.5351
352380,0.00027584,468.60,53.2373,14.4569,3.3477
352390,0.00027581,479.27,52.8396,13.0956,3.8076
352400,0.00027579,492.74,52.5579,13.5562,3.8434
352410,0.00027577,494.89,51.7757,13.8764,3.7061
352420,0.00027574,482.06,53.5103,15.4197,3.8653
352430,0.00027572,494.72,53.1710,14.6704,3.8326
352440,0.00027570,485.45,52.8325,12.4275,3.6327
352450,0.00027567,478.42,53.1056,12.0685,3.6715
352460,0.00027565,477.72,53.1049,12.0135,3.6136
352470,0.00027563,484.50,52.0382,12.8940,4.0620
352480,0.00027560,489.49,54.2610,12.8381,3.8206
352490,0.00027558,477.86,53.6024,13.1115,3.7243
352500,0.00027555,473.45,54.0899,14.9533,3.9177
352510,0.00027553,475.94,53.1305,12.2225,3.7606
352520,0.00027551,477.09,53.3033,12.6191,3.8347
352530,0.00027548,488.26,54.3544,13.0201,3.5448
352540,0.00027546,473.86,52.7035,12.8972,3.5375
352550,0.00027544,476.63,53.1658,12.3013,3.5843
352560,0.00027541,486.22,51.2509,14.7729,3.7389
352570,0.00027539,475.93,54.2874,12.3408,3.9712
352580,0.00027536,490.65,53.5999,13.5275,3.5339
352590,0.00027534,482.13,54.1792,12.6413,3.6727
352600,0.00027532,482.82,53.2474,13.0886,3.7716
352610,0.00027529,472.53,53.2037,13.3931,3.8877
352620,0.00027527,479.51,53.9556,12.7010,3.5117
352630,0.00027525,472.11,51.8047,12.4359,3.8287
352640,0.00027522,476.68,53.2654,12.4128,3.6844
352650,0.00027520,475.99,51.2117,12.6224,3.7426
352660,0.00027517,487.53,52.6992,12.9039,3.7346
352670,0.00027515,486.74,51.5345,12.5953,3.7162
352680,0.00027513,492.10,54.2940,15.4547,3.8231
352690,0.00027510,476.76,52.6173,12.9365,3.6455
352700,0.00027508,484.86,54.3820,14.4538,3.6835
352710,0.00027506,481.25,54.4486,13.1119,3.4920
352720,0.00027503,485.93,53.6724,12.6607,3.8668
352730,0.00027501,496.06,52.4848,12.6345,3.7289
352740,0.00027499,485.35,52.1718,12.7966,3.7927
352750,0.00027496,501.70,53.4160,13.3562,3.5884
352760,0.00027494,484.77,53.2872,12.3007,3.6632
352770,0.00027491,469.77,53.3842,12.7128,3.6481
352780,0.00027489,492.26,52.6195,12.2750,3.8270
352790,0.00027487,489.45,53.5325,12.6638,3.6509
352800,0.00027484,481.89,53.0262,12.7499,3.6329
352810,0.00027482,492.13,53.6925,12.5654,3.8129
352820,0.00027480,486.45,52.3568,12.7744,3.8916
352830,0.00027477,487.73,52.8986,12.7918,3.8931
352840,0.00027475,481.81,54.8921,13.3710,3.7069
352850,0.00027472,494.41,52.5560,13.1313,3.5881
352860,0.00027470,475.62,52.6288,13.1455,3.9338
352870,0.00027468,478.35,53.3925,13.7913,3.8519
352880,0.00027465,486.63,51.9088,13.8119,3.6305
352890,0.00027463,491.80,53.9800,16.7157,3.8891
352900,0.00027461,486.34,52.9250,12.7809,3.9511
352910,0.00027458,481.24,54.0846,12.1264,3.7700
352920,0.00027456,491.44,52.8020,12.6700,3.8872
352930,0.00027453,479.33,54.2286,13.1169,3.4833
352940,0.00027451,497.91,54.7033,12.2883,3.6431
352950,0.00027449,486.40,53.1887,12.9733,3.6983
352960,0.00027446,376.03,52.4127,13.6803,3.6111
352970,0.00027444,472.46,52.5158,13.6785,3.9758
352980,0.00027442,471.10,52.9464,12.0337,3.6939
352990,0.00027439,489.56,53.5601,13.8648,3.6577
353000,0.00027437,483.81,52.9397,14.0032,3.6812
353010,0.00027435,485.11,53.4724,13.3194,3.6329
353020,0.00027432,481.94,53.8030,12.9388,3.6424
353030,0.00027430,481.77,54.5072,13.4585,3.7282
353040,0.00027427,491.62,52.1211,13.1577,3.5227
353050,0.00027425,471.96,53.2216,13.3222,3.5452
353060,0.00027423,488.95,52.8382,12.4620,3.5784
353070,0.00027420,476.68,52.5701,14.0274,3.6876
353080,0.00027418,490.06,53.1673,13.8406,3.5233
353090,0.00027416,485.18,53.2873,13.6720,3.6642
353100,0.00027413,480.90,53.2951,12.8004,3.6357
353110,0.00027411,473.37,51.6042,13.1706,3.9494
353120,0.00027408,487.12,55.3153,12.8063,3.7765
353130,0.00027406,477.39,53.5470,12.8534,3.6048
353140,0.00027404,479.63,52.1849,13.7317,3.5166
353150,0.00027401,478.83,51.7023,12.2979,3.7409
353160,0.00027399,480.91,52.7071,13.9013,3.6275
353170,0.00027397,482.64,53.2173,12.4719,3.6057
353180,0.00027394,476.75,53.7532,12.5882,3.8871
353190,0.00027392,478.63,54.8817,12.4366,3.6448
353200,0.00027389,487.27,53.6058,12.9075,3.6934
353210,0.00027387,472.42,53.1438,12.1767,3.5861
353220,0.00027385,485.03,53.7349,12.9092,3.6067
353230,0.00027382,491.66,52.7569,13.1407,3.5078
353240,0.00027380,478.02,52.0115,14.6753,3.7460
353250,0.00027378,483.64,53.2094,13.7405,3.5656
353260,0.00027375,468.37,51.0458,12.6126,3.7079
353270,0.00027373,487.82,51.4955,12.9592,3.6893
353280,0.00027371,475.17,54.0389,13.3023,3.6653
353290,0.00027368,498.97,52.7716,13.1994,3.5571
353300,0.00027366,491.87,53.7976,12.7306,3.6732
353310,0.00027363,471.00,53.1249,12.1921,3.7165
353320,0.00027361,484.91,55.2668,12.2707,3.8049
353330,0.00027359,487.51,53.4372,13.5842,3.7674
353340,0.00027356,483.24,52.2666,13.0156,3.5305
353350,0.00027354,477.36,52.1149,13.3989,3.6002
353360,0.00027352,482.93,52.3185,12.3791,3.6155
353370,0.00027349,481.68,51.9013,13.6348,3.7828
353380,0.00027347,477.41,52.8893,13.0545,3.6122
353390,0.00027344,486.12,54.1630,12.6772,3.7853
353400,0.00027342,473.33,51.6632,12.7604,3.7332
353410,0.00027340,480.30,51.7224,15.6549,4.0819
353420,0.00027337,467.34,52.7386,12.8525,3.7304
353430,0.00027335,479.16,53.7251,12.7591,3.6717
353440,0.00027333,476.40,52.7823,14.3398,3.9141
353450,0.00027330,478.57,55.0554,12.7216,3.7223
353460,0.00027328,475.57,53.2092,12.8984,3.8209
353470,0.00027325,486.81,54.8414,12.4896,3.5281
353480,0.00027323,493.93,51.9867,13.8986,3.6894
353490,0.00027321,476.67,53.6357,13.4951,3.7737
353500,0.00027318,475.12,53.2948,15.0736,3.8667
353510,0.00027316,475.85,51.2957,12.3587,3.8964
353520,0.00027314,485.00,52.1259,12.9745,4.0813
353530,0.00027311,495.35,53.0268,12.3809,3.8153
353540,0.00027309,485.88,51.9055,12.5954,3.6704
353550,0.00027307,477.10,51.8982,13.2286,3.5983
353560,0.00027304,487.63,53.7366,14.7469,3.4698
353570,0.00027302,477.77,54.1456,12.7550,3.7494
353580,0.00027299,480.54,51.9828,12.7852,3.6162
353590,0.00027297,474.34,52.3090,13.3572,3.3812
353600,0.00027295,487.05,53.0521,13.4921,3.5887
353610,0.00027292,483.38,53.6904,14.9838,3.5169
353620,0.00027290,482.41,55.1932,14.2535,3.7787
353630,0.00027288,487.48,54.2739,13.0242,3.8548
353640,0.00027285,477.00,51.6597,13.0763,3.8002
353650,0.00027283,486.55,53.6055,13.1452,3.9123
353660,0.00027280,481.21,53.1870,12.4784,3.5954
353670,0.00027278,483.21,51.4573,12.5094,3.5334
353680,0.00027276,482.53,52.4934,12.4464,3.5231
353690,0.00027273,467.81,52.1945,12.0166,3.6189
353700,0.00027271,469.29,54.1766,13.2508,3.7441
353710,0.00027269,488.16,51.7500,12.2605,3.9155
353720,0.00027266,486.05,52.8334,12.3579,3.8576
353730,0.00027264,480.32,51.6118,12.8167,3.9709
353740,0.00027261,471.49,51.5355,13.3913,3.9681
353750,0.00027259,483.46,53.6621,13.0704,3.7902
353760,0.00027257,478.40,51.6969,12.6979,3.7606
353770,0.00027254,489.90,54.3239,12.6862,3.9035
353780,0.00027252,480.13,53.9348,12.9720,3.6299
353790,0.00027250,486.88,52.6675,13.0084,3.6626
353800,0.00027247,480.01,52.1065,12.0526,3.7408
353810,0.00027245,481.64,53.8519,12.9588,3.7454
353820,0.00027243,476.57,52.5950,12.9899,3.7018
353830,0.00027240,481.57,49.8975,13.2702,3.5851
353840,0.00027238,475.44,54.1795,13.5037,3.6235
353850,0.00027235,479.37,51.9757,12.2718,3.4063
353860,0.00027233,482.70,52.2916,13.0672,3.7106
353870,0.00027231,479.54,52.3521,13.3673,3.5568
353880,0.00027228,482.31,52.0611,13.5466,3.5785
353890,0.00027226,481.43,52.9355,13.4706,3.5852
353900,0.00027224,489.24,52.2536,12.9631,3.6621
353910,0.00027221,461.91,51.9042,14.0992,3.8639
353920,0.00027219,476.64,50.3250,13.0271,3.6750
353930,0.00027216,468.13,51.5089,13.2229,3.7243
353940,0.00027214,480.25,52.4419,13.7095,3.7399
353950,0.00027212,479.14,53.6724,13.2191,3.6520
353960,0.00027209,475.81,52.5306,12.5553,3.3657
353970,0.00027207,474.22,51.8193,14.2300,3.8338
353980,0.00027205,476.60,52.3474,14.6594,3.8188
353990,0.00027202,487.16,52.8824,12.0095,3.8736
354000,0.00027200,391.11,52.4943,13.5058,3.7544
354010,0.00027197,493.33,52.4952,12.7175,3.7035
354020,0.00027195,482.39,52.7157,14.0452,3.5655
354030,0.00027193,492.85,52.6462,12.1525,3.5644
354040,0.00027190,479.27,53.6044,14.1224,3.7290
354050,0.00027188,476.87,53.2260,13.3901,3.6116
354060,0.00027186,494.28,52.6651,13.9222,3.7085
354070,0.00027183,482.38,51.6572,13.0545,3.7129
354080,0.00027181,485.20,53.9598,12.6451,3.6774
354090,0.00027179,489.77,53.5937,12.6796,3.8490
354100,0.00027176,473.42,53.2627,11.8806,3.8281
354110,0.00027174,474.66,51.4524,13.0264,3.7076
354120,0.00027171,483.73,52.1670,12.9847,3.6737
354130,0.00027169,472.89,53.0044,12.8845,3.7283
354140,0.00027167,484.46,52.1277,12.4551,3.9193
354150,0.00027164,475.87,51.2202,13.7954,3.7091
354160,0.00027162,465.04,50.9469,12.8314,3.7602
354170,0.00027160,481.72,54.8792,14.1970,3.6099
354180,0.00027157,490.24,53.7877,12.6931,3.5606
354190,0.00027155,472.73,51.1519,13.4455,3.9517
354200,0.00027152,491.86,51.5469,13.1315,3.4171
354210,0.00027150,481.01,51.9024,13.9553,3.5369
354220,0.00027148,485.90,51.8214,12.4430,3.7634
354230,0.00027145,476.02,51.9701,12.2978,3.6500
354240,0.00027143,482.03,51.1568,12.3339,3.7318
354250,0.00027141,490.64,52.2815,13.3442,3.8339
354260,0.00027138,483.83,52.0556,14.5371,3.7799
354270,0.00027136,485.30,53.2219,13.1146,3.7076
354280,0.00027133,480.62,50.5597,12.1263,3.5640
354290,0.00027131,492.26,51.0936,13.9094,3.6968
354300,0.00027129,479.06,51.2534,12.1320,3.6614
354310,0.00027126,467.92,51.4247,13.5952,3.4888
354320,0.00027124,474.03,51.3853,13.7270,3.6447
354330,0.00027122,483.80,54.0177,15.3201,3.7632
354340,0.00027119,467.01,51.3605,12.7399,3.7010
354350,0.00027117,464.94,51.0609,12.3657,3.6064
354360,0.00027115,484.52,51.7827,13.0206,3.7669
354370,0.00027112,488.35,51.7020,12.5234,3.6979
354380,0.00027110,478.62,54.1367,12.4503,3.5531
354390,0.00027107,489.42,52.8074,12.8722,3.6378
354400,0.00027105,475.09,52.8890,12.2851,3.6120
354410,0.00027103,488.45,51.6720,14.8317,3.6699
354420,0.00027100,495.47,51.2620,13.0225,3.8332
354430,0.00027098,477.93,52.1472,14.2815,3.5825
354440,0.00027096,473.43,52.4115,13.2150,3.7305
354450,0.00027093,463.86,51.6338,14.3291,3.9933
354460,0.00027091,480.41,51.5842,13.0822,3.6515
354470,0.00027088,491.82,52.2915,12.1912,3.9374
354480,0.00027086,476.38,52.4792,12.4569,3.6197
354490,0.00027084,467.11,52.9746,12.6014,3.6893
354500,0.00027081,478.98,52.2170,12.6012,3.7553
354510,0.00027079,485.24,51.9284,13.2294,3.7400
354520,0.00027077,484.02,53.3606,12.8907,3.4627
354530,0.00027074,481.58,52.5362,13.6875,3.7214
354540,0.00027072,472.79,52.2473,13.1454,3.5701
354550,0.00027069,472.79,52.6145,13.1068,3.6873
