step,lr,total_its,embed_norm,grad_bb,grad_pfc,p16,p32,p64
145960,0.00076513,394.94,27.7377,7.2036,2.5308,57499,4711,510
145970,0.00076511,426.16,28.5591,7.5520,2.6230,56949,5176,594
145980,0.00076508,455.60,27.8381,7.9558,2.5415,57460,4765,495
145990,0.00076506,465.54,27.2315,8.4308,2.6607,58076,4262,382
146000,0.00076503,370.40,28.6376,7.8066,2.6178,57712,4556,452
146010,0.00076501,430.90,27.7674,6.9596,2.4036,57393,4768,559
146020,0.00076499,460.19,28.0681,7.3647,2.6391,57725,4509,487
146030,0.00076496,427.77,28.4845,7.3047,2.5434,57611,4680,429
146040,0.00076494,456.43,28.3140,7.4972,2.4458,57610,4602,508
146050,0.00076492,447.86,28.9584,7.0970,2.4964,57205,4905,610
146060,0.00076489,445.17,26.5744,7.0931,2.6012,57861,4402,456
146070,0.00076487,459.61,27.6911,7.0403,2.5062,57521,4663,536
146080,0.00076485,429.03,28.6241,7.2670,2.5367,57385,4833,502
146090,0.00076482,382.91,28.1784,7.1326,2.4763,57308,4869,543
146100,0.00076480,443.15,26.8023,7.7295,2.5803,57802,4508,409
146110,0.00076477,430.91,28.0111,7.5742,2.5662,57172,4921,627
146120,0.00076475,458.43,27.7482,7.4495,2.6364,57853,4378,488
146130,0.00076473,455.18,28.6720,8.1443,2.4998,57062,5074,583
146140,0.00076470,437.13,27.1275,7.2704,2.5925,57474,4684,562
146150,0.00076468,465.18,27.8361,7.7749,2.5638,56944,5119,657
146160,0.00076466,455.11,28.4625,8.1718,2.4661,56791,5239,690
146170,0.00076463,389.11,28.4094,7.3685,2.7023,57432,4783,505
146180,0.00076461,431.90,27.9431,7.5997,2.5232,57496,4777,447
146190,0.00076458,456.12,27.3272,8.1810,2.5102,57719,4539,462
146200,0.00076456,465.56,27.0778,7.1676,2.5495,57308,4855,558
146210,0.00076454,452.65,28.3629,7.2544,2.4973,57804,4486,430
146220,0.00076451,429.50,28.7754,7.3978,2.5672,57464,4757,499
146230,0.00076449,378.29,26.5723,8.1196,2.5351,57179,4915,626
146240,0.00076447,428.10,26.7505,8.2585,2.4723,57366,4812,542
146250,0.00076444,391.29,28.5553,7.7220,2.5871,57415,4707,598
146260,0.00076442,406.99,27.3592,7.7744,2.4889,57263,4917,540
146270,0.00076439,453.86,26.8503,7.4983,2.6315,57604,4608,507
146280,0.00076437,398.43,27.2578,9.1559,2.6818,57128,5001,592
146290,0.00076435,420.85,27.5251,7.1761,2.5472,57738,4526,457
146300,0.00076432,429.67,27.9103,7.5792,2.4608,57266,4898,556
146310,0.00076430,457.27,28.8219,8.0062,2.5614,58066,4288,366
146320,0.00076428,456.62,28.1864,8.0558,2.4351,57631,4550,539
146330,0.00076425,454.78,27.0476,7.7318,2.4832,57152,4975,593
146340,0.00076423,462.98,28.5323,7.3137,2.4953,57521,4732,467
146350,0.00076421,434.53,27.4208,7.2265,2.5485,57998,4286,436
146360,0.00076418,458.54,26.9982,7.6355,2.6312,57743,4540,436
146370,0.00076416,444.98,28.0787,8.2504,2.5061,57402,4779,539
146380,0.00076413,421.13,29.0450,7.3724,2.6018,57634,4615,472
146390,0.00076411,443.59,27.5914,7.0706,2.6961,57414,4793,513
146400,0.00076409,436.07,27.9755,7.4776,2.4566,57535,4682,503
146410,0.00076406,431.99,29.0196,7.6716,2.5739,56945,5123,652
146420,0.00076404,404.69,26.9466,8.6481,2.5678,57581,4611,528
146430,0.00076402,401.03,26.6872,7.4756,2.5464,57804,4442,474
146440,0.00076399,458.77,26.8458,7.2661,2.5662,57547,4663,510
146450,0.00076397,451.53,28.1248,8.0354,2.6026,57343,4793,584
146460,0.00076394,464.08,26.9614,7.8939,2.5798,57521,4706,493
146470,0.00076392,433.97,27.8168,8.0513,2.4599,57367,4813,540
146480,0.00076390,462.40,26.9363,8.5151,2.4860,56825,5254,641
146490,0.00076387,458.71,26.8180,7.6239,2.8944,57366,4814,540
146500,0.00076385,448.00,27.7259,8.1381,2.4558,57319,4806,596
146510,0.00076383,440.22,28.1863,7.4939,2.6946,57399,4816,505
146520,0.00076380,451.25,27.6534,7.3444,2.5996,57687,4530,503
146530,0.00076378,453.28,27.4352,7.1354,2.5750,57523,4724,473
146540,0.00076375,457.16,28.4387,7.2076,2.6941,57127,4955,638
146550,0.00076373,414.68,27.9210,7.5493,2.6142,57541,4653,526
146560,0.00076371,397.60,27.1795,11.1661,2.6212,57376,4815,528
146570,0.00076368,439.28,26.5755,7.4191,2.7311,57603,4581,536
146580,0.00076366,420.27,27.2379,7.5546,2.4706,57345,4902,473
146590,0.00076364,382.50,28.2221,7.5608,2.6739,57354,4888,478
146600,0.00076361,417.98,28.2304,7.4551,2.5460,57212,4955,553
146610,0.00076359,402.37,27.4914,7.6419,2.5482,57302,4881,537
146620,0.00076357,370.33,28.0934,7.1370,2.5590,57370,4749,601
146630,0.00076354,447.52,26.9468,7.3369,2.7276,57704,4572,444
146640,0.00076352,424.01,28.5577,7.8097,2.5708,57445,4798,477
146650,0.00076349,468.30,28.2753,8.1001,2.4141,57214,4950,556
146660,0.00076347,466.50,28.0371,7.3569,2.5699,57246,4877,597
146670,0.00076345,451.45,27.3611,7.8496,2.6352,57447,4698,574
146680,0.00076342,420.58,28.1066,7.2325,2.5416,57474,4665,581
146690,0.00076340,427.96,28.3379,8.3616,2.6105,57751,4462,507
146700,0.00076338,461.40,28.0406,8.1602,2.6051,57634,4620,465
146710,0.00076335,425.69,26.3625,7.5495,2.5980,57328,4907,485
146720,0.00076333,461.04,27.3358,7.7480,2.5100,57236,4950,533
146730,0.00076330,461.39,28.2801,7.5393,2.4465,57511,4677,532
146740,0.00076328,382.30,26.8967,8.1312,2.5212,57470,4699,551
146750,0.00076326,377.22,27.7274,7.7837,2.6112,57161,4992,566
146760,0.00076323,439.69,28.7695,7.0618,2.3672,57261,4854,605
146770,0.00076321,473.95,27.6838,7.9096,2.4626,57904,4392,424
146780,0.00076319,452.90,25.9751,7.4269,2.6142,57316,4885,520
146790,0.00076316,460.40,27.2983,7.3731,2.5088,57345,4799,576
146800,0.00076314,424.27,26.9793,7.3692,2.4233,57900,4423,397
146810,0.00076311,460.92,27.1224,9.6070,2.7047,57512,4704,505
146820,0.00076309,455.11,28.7202,8.1454,2.7728,57289,4822,609
146830,0.00076307,403.70,26.9693,7.7729,2.4766,57674,4575,472
146840,0.00076304,460.48,27.5265,7.0660,2.5650,57147,4939,634
146850,0.00076302,458.94,27.5730,7.2651,2.6158,57390,4737,593
146860,0.00076300,438.21,26.3636,7.4599,2.5692,57747,4530,443
146870,0.00076297,410.28,26.7861,7.6178,2.4980,57728,4524,467
146880,0.00076295,394.64,26.9305,7.2556,2.7516,57042,5010,668
146890,0.00076293,382.28,26.8350,7.6935,2.6829,57279,4879,563
146900,0.00076290,441.94,26.9529,7.8760,2.6355,57754,4518,448
146910,0.00076288,452.07,27.9233,8.4726,2.6022,56928,5138,654
146920,0.00076285,425.04,27.2293,7.3262,2.6130,57576,4622,521
146930,0.00076283,458.71,27.4151,7.2328,2.6289,57266,4922,532
146940,0.00076281,442.75,27.4075,7.3046,2.6102,57644,4674,403
146950,0.00076278,445.70,27.7033,6.8073,2.5713,57531,4656,534
146960,0.00076276,466.44,27.7144,7.2548,2.4436,57809,4444,467
146970,0.00076274,441.72,27.6153,7.8112,2.6872,57722,4548,451
146980,0.00076271,426.45,28.3668,7.8444,2.5775,57599,4596,525
146990,0.00076269,436.17,28.6258,6.9487,2.5359,57234,4910,576
147000,0.00076266,462.11,29.1442,7.3812,2.4576,57639,4570,510
147010,0.00076264,410.25,27.6081,7.1993,2.6624,57042,5022,656
147020,0.00076262,407.63,28.7740,7.3816,2.4973,57894,4387,439
147030,0.00076259,392.98,27.4965,6.9200,2.5491,57724,4568,428
147040,0.00076257,462.51,28.0282,7.3319,2.4639,57627,4576,517
147050,0.00076255,477.09,27.3053,6.9800,2.5766,57407,4761,552
147060,0.00076252,430.60,27.7951,7.6821,2.5406,58037,4291,392
147070,0.00076250,452.72,26.8987,7.2048,2.5932,57170,4903,646
147080,0.00076247,423.78,27.0502,8.3341,2.5950,56895,5231,594
147090,0.00076245,469.76,28.3488,7.3700,2.6527,57454,4699,566
147100,0.00076243,452.12,27.7492,7.7071,2.5285,57903,4432,385
147110,0.00076240,423.36,27.7731,7.5440,2.5272,57536,4722,462
147120,0.00076238,469.76,26.5884,8.1895,2.4480,57817,4455,448
147130,0.00076236,467.71,26.8553,9.0124,2.5850,57502,4745,473
147140,0.00076233,455.14,27.5314,7.6909,2.5812,57457,4703,560
147150,0.00076231,450.03,27.3359,7.3354,2.5762,56999,5108,613
147160,0.00076229,400.56,28.6633,7.4024,2.6280,57852,4487,381
147170,0.00076226,423.19,27.4119,7.6312,2.6411,57560,4670,490
147180,0.00076224,438.46,27.6466,7.2810,2.5809,57188,4956,576
147190,0.00076221,435.97,27.3352,7.4700,2.5804,57439,4690,591
147200,0.00076219,438.20,27.7206,7.5438,2.6530,57744,4572,404
147210,0.00076217,458.21,27.0879,7.8536,2.4176,58004,4242,474
147220,0.00076214,414.10,26.6290,7.6977,2.7288,57883,4454,384
147230,0.00076212,431.99,27.1673,7.2123,2.6497,57322,4884,514
147240,0.00076210,429.47,28.4165,7.6494,2.5208,57605,4560,554
147250,0.00076207,445.20,27.5424,7.6131,2.5785,57559,4641,520
147260,0.00076205,453.02,28.6569,7.2406,2.3948,57593,4657,470
147270,0.00076202,460.52,28.0569,7.7384,2.6049,57383,4820,517
147280,0.00076200,451.32,26.5994,7.8791,2.4722,57364,4818,538
147290,0.00076198,438.59,27.3439,8.0431,2.7560,57545,4694,481
147300,0.00076195,372.72,27.7504,8.2320,2.6170,57739,4497,484
147310,0.00076193,416.76,27.3713,7.8048,2.3850,57762,4479,479
147320,0.00076191,373.00,28.0007,7.0743,2.4504,57820,4458,442
147330,0.00076188,392.78,27.6338,8.5402,2.5915,57924,4380,416
147340,0.00076186,447.67,27.8766,7.6833,2.6126,57393,4729,598
147350,0.00076183,421.64,27.8115,7.1249,2.3468,57458,4710,551
147360,0.00076181,389.27,27.5361,7.2699,2.7327,57404,4805,511
147370,0.00076179,443.04,27.8410,7.8543,2.5099,57600,4677,443
147380,0.00076176,438.70,27.9826,7.7699,2.5959,57950,4391,378
147390,0.00076174,434.69,28.1477,7.5133,2.3941,57584,4666,471
147400,0.00076172,418.85,26.7735,7.9217,2.5547,57400,4802,517
147410,0.00076169,468.73,27.5856,8.3749,2.5203,57629,4528,563
147420,0.00076167,445.76,28.7182,7.3926,2.6034,57676,4563,481
147430,0.00076165,464.86,27.7182,7.6371,2.5658,57645,4621,454
147440,0.00076162,464.51,27.2478,7.9104,2.7062,57742,4584,393
147450,0.00076160,416.86,28.5853,7.6025,2.4157,57557,4696,467
147460,0.00076157,408.46,27.8479,7.5389,2.5902,57394,4816,510
147470,0.00076155,398.29,27.3332,7.4741,2.5446,57243,4938,538
147480,0.00076153,371.44,27.5076,8.1520,2.5770,57622,4637,461
147490,0.00076150,422.48,27.9340,7.8685,2.6270,57479,4728,513
147500,0.00076148,457.10,28.5030,8.2503,2.5952,57348,4852,521
147510,0.00076146,463.92,27.9097,7.4807,2.4102,57842,4452,426
147520,0.00076143,458.65,26.3809,7.5789,2.5819,57520,4700,501
147530,0.00076141,459.45,27.4338,7.4660,2.7371,57536,4647,536
147540,0.00076138,451.73,28.1250,7.9852,2.5162,57981,4370,369
147550,0.00076136,439.72,27.4691,7.0111,2.6676,57733,4549,438
147560,0.00076134,449.48,27.7561,7.3626,2.5600,57410,4823,488
147570,0.00076131,454.70,28.3656,7.3162,2.5711,57175,4984,561
147580,0.00076129,453.39,27.5706,7.8423,2.4976,57550,4613,557
147590,0.00076127,448.46,26.4491,7.4539,2.6278,57612,4651,457
147600,0.00076124,451.13,27.2910,7.3306,2.4289,57472,4701,546
147610,0.00076122,454.09,27.5963,7.7895,2.7217,57922,4353,445
147620,0.00076119,446.75,27.7919,7.9745,2.7476,57756,4519,445
147630,0.00076117,399.60,28.4410,7.3114,2.5900,57682,4602,437
147640,0.00076115,442.89,27.6182,7.1485,2.5377,57260,4862,597
147650,0.00076112,460.73,28.5701,7.6649,2.5684,57436,4762,522
147660,0.00076110,422.94,27.2685,7.5468,2.6589,56957,5106,656
147670,0.00076108,465.45,27.9773,7.8873,2.5359,57305,4818,597
147680,0.00076105,453.74,28.0391,7.4170,2.6375,57539,4624,557
147690,0.00076103,461.70,27.5607,7.4146,2.5203,57908,4402,410
147700,0.00076101,433.87,26.7457,7.5711,2.5608,57698,4536,486
147710,0.00076098,480.32,27.7256,7.3719,2.4568,58077,4258,385
147720,0.00076096,406.11,27.3726,7.3073,2.6416,57147,5016,556
147730,0.00076093,440.62,27.6696,7.5706,2.4783,57319,4846,555
147740,0.00076091,468.29,27.3111,7.6211,2.5073,57360,4813,548
147750,0.00076089,463.84,27.0589,7.3495,2.5899,57360,4806,554
147760,0.00076086,388.99,28.4624,8.2026,2.5858,57398,4814,507
147770,0.00076084,404.44,28.8271,7.7467,2.4800,57671,4602,446
147780,0.00076082,444.37,27.5273,7.9210,2.7762,57293,4916,511
147790,0.00076079,425.68,27.6880,7.2383,2.5484,57387,4779,554
147800,0.00076077,411.42,27.0959,7.8775,2.5003,57247,4931,541
147810,0.00076074,457.53,27.0608,7.4507,2.6336,57492,4682,547
147820,0.00076072,468.78,28.6684,8.6753,2.6862,57624,4581,515
147830,0.00076070,438.10,27.9958,7.6380,2.7567,57478,4748,494
147840,0.00076067,459.40,27.8050,7.8790,2.5286,57958,4288,473
147850,0.00076065,451.98,27.0739,7.4864,2.4971,57438,4724,558
147860,0.00076063,470.94,27.5567,7.5965,2.5503,57492,4742,486
147870,0.00076060,455.74,28.4788,7.2569,2.5402,57634,4580,506
147880,0.00076058,452.17,28.0870,7.5968,2.5733,57995,4322,403
147890,0.00076055,458.83,26.5371,7.2082,2.6261,57589,4618,513
147900,0.00076053,410.02,27.4924,7.7921,2.5822,57772,4531,417
147910,0.00076051,355.41,27.1802,7.5847,2.5121,57296,4878,546
147920,0.00076048,446.12,27.8246,7.6863,2.6158,57282,4936,502
147930,0.00076046,431.79,26.9432,7.0314,2.5645,57573,4635,512
147940,0.00076044,456.83,26.2778,8.0984,2.5504,57484,4731,505
147950,0.00076041,445.00,27.8260,7.7712,2.5464,57732,4497,491
147960,0.00076039,435.60,26.9247,7.9895,2.6253,57786,4491,443
147970,0.00076037,424.10,28.8606,7.6118,2.6043,57316,4862,542
147980,0.00076034,466.21,27.8090,7.2334,2.5648,57349,4872,499
147990,0.00076032,465.00,27.7436,8.3371,2.6081,57306,4816,597
148000,0.00076029,378.44,27.8479,7.5083,2.5331,57568,4693,459
148010,0.00076027,456.89,27.9722,7.3549,2.5759,57709,4577,434
148020,0.00076025,475.21,26.5532,8.4753,2.5917,57292,4899,529
148030,0.00076022,433.85,28.3672,7.3537,2.4923,57190,4940,591
148040,0.00076020,355.97,26.3538,7.9052,2.4672,57639,4589,492
148050,0.00076018,416.76,27.0512,7.8114,2.6163,57168,5024,528
148060,0.00076015,442.37,28.1734,7.2366,2.5094,57299,4792,630
148070,0.00076013,451.93,29.2020,7.9682,2.6904,57095,5061,564
148080,0.00076010,455.68,27.0863,7.8911,2.7764,57553,4681,486
148090,0.00076008,449.07,26.7800,7.9438,2.6256,57292,4892,536
148100,0.00076006,452.24,26.2840,8.2739,2.6898,57551,4653,516
148110,0.00076003,441.37,26.9457,7.1210,2.7881,57839,4432,449
148120,0.00076001,463.27,27.6888,7.5763,2.5974,57398,4774,548
148130,0.00075999,471.58,27.6597,8.4229,2.6682,57574,4658,488
148140,0.00075996,451.88,26.7537,7.9068,2.5987,57360,4815,545
148150,0.00075994,455.83,28.3274,7.1162,2.5325,57299,4832,589
148160,0.00075991,448.76,27.5858,7.8608,2.6086,57511,4682,527
148170,0.00075989,442.49,28.5937,8.3133,2.6206,57432,4757,532
148180,0.00075987,413.56,27.7647,7.7420,2.5555,57454,4741,525
148190,0.00075984,369.44,28.1256,7.6724,2.5977,57421,4794,505
148200,0.00075982,438.88,27.4903,7.8248,2.6585,57380,4831,509
148210,0.00075980,450.84,27.6137,8.1875,2.6085,57430,4752,539
148220,0.00075977,451.01,26.8866,7.4965,2.5568,57595,4668,457
148230,0.00075975,462.52,27.4405,8.0135,2.5783,57119,5001,601
148240,0.00075973,442.39,27.2071,7.6401,2.5631,57469,4717,534
148250,0.00075970,445.02,27.3069,7.2537,2.3897,57142,4982,596
148260,0.00075968,478.56,26.4934,7.0792,2.6345,57142,5011,567
148270,0.00075965,440.36,26.6381,8.1198,2.5686,57831,4388,501
148280,0.00075963,460.65,27.8040,7.8911,2.6096,57471,4779,470
148290,0.00075961,453.20,27.0887,7.6012,2.6284,57738,4522,459
148300,0.00075958,438.14,27.1330,7.6857,2.6807,57459,4745,516
148310,0.00075956,427.76,27.2780,8.1185,2.5179,57840,4492,388
148320,0.00075954,390.06,27.9677,7.2485,2.7199,57728,4537,455
148330,0.00075951,392.42,27.7066,7.6902,2.6350,57539,4697,484
148340,0.00075949,319.17,27.3559,8.1763,2.5725,57393,4783,543
148350,0.00075946,399.44,27.3836,7.9486,2.5199,57239,4904,577
148360,0.00075944,434.82,27.6054,7.9676,2.6008,57832,4445,444
148370,0.00075942,470.36,27.5343,7.9805,2.5657,57824,4409,487
148380,0.00075939,421.29,28.2136,7.7304,2.3269,57687,4583,450
148390,0.00075937,428.39,27.9260,7.7267,2.6103,57301,4836,583
148400,0.00075935,440.81,26.9089,7.4879,2.5576,57498,4727,494
148410,0.00075932,458.94,27.0513,7.7397,2.7172,57066,5044,610
148420,0.00075930,446.54,26.8810,7.6339,2.5378,57489,4676,556
148430,0.00075927,437.32,26.9762,7.6099,2.5297,57227,4970,523
148440,0.00075925,426.73,28.1234,7.2708,2.5774,57693,4594,433
148450,0.00075923,424.81,27.3171,7.7050,2.3511,57577,4632,510
148460,0.00075920,455.64,28.0020,7.5257,2.5213,56821,5154,745
148470,0.00075918,442.78,26.9741,8.1073,2.6498,57390,4778,552
148480,0.00075916,404.78,27.2799,7.5779,2.6938,57537,4635,548
148490,0.00075913,412.91,28.2776,7.9501,2.6390,57573,4647,500
148500,0.00075911,417.38,28.2776,7.3948,2.5241,57620,4650,450
148510,0.00075909,406.04,27.4168,7.4650,2.6623,57499,4718,503
148520,0.00075906,411.08,27.6808,7.7974,2.5347,57466,4722,532
148530,0.00075904,463.31,26.7040,8.5463,2.5421,57342,4818,560
148540,0.00075901,434.67,28.3308,7.2016,2.5656,57546,4659,515
148550,0.00075899,439.43,27.0465,8.1214,2.8829,57115,4984,622
148560,0.00075897,432.17,26.7690,7.2798,2.5715,57311,4859,550
148570,0.00075894,421.80,27.4403,7.7135,2.5799,57630,4599,491
148580,0.00075892,435.20,27.0563,7.8692,2.5902,57550,4654,515
148590,0.00075890,456.58,28.3451,8.2533,2.6068,57399,4775,546
148600,0.00075887,476.73,27.6777,7.0025,2.4711,57700,4526,494
148610,0.00075885,424.92,28.2985,7.7568,2.4511,57551,4661,508
148620,0.00075882,449.86,28.1372,7.6955,2.6549,57120,5052,548
148630,0.00075880,406.33,26.5727,7.7642,2.5618,56895,5148,678
148640,0.00075878,422.21,27.4192,8.0978,2.6790,57252,4895,573
148650,0.00075875,387.21,28.3826,7.1913,2.5008,57952,4335,433
148660,0.00075873,477.05,28.5649,7.2820,2.6288,57032,5019,669
148670,0.00075871,445.71,27.7023,8.3939,2.6496,57330,4833,557
148680,0.00075868,458.88,26.8637,8.0178,2.7099,57618,4585,518
148690,0.00075866,440.29,26.7187,7.5676,2.5523,57491,4719,510
148700,0.00075863,400.68,26.8911,7.6768,2.4672,57720,4550,450
148710,0.00075861,468.17,27.6628,7.4007,2.6376,57576,4637,507
148720,0.00075859,451.61,28.3489,7.5552,2.4444,57274,4838,608
148730,0.00075856,447.94,27.3095,7.3284,2.7833,57361,4803,556
148740,0.00075854,477.72,27.0837,7.8251,2.5870,57007,5066,647
148750,0.00075852,387.80,26.7364,7.4883,2.4610,57474,4693,553
148760,0.00075849,443.56,26.6509,7.2276,2.5993,57752,4475,493
148770,0.00075847,406.20,26.5124,7.3272,2.5564,57211,4916,593
148780,0.00075845,391.01,27.7385,7.7657,2.5391,57145,4919,656
148790,0.00075842,406.85,27.8782,7.7328,2.5943,57422,4760,538
148800,0.00075840,383.03,27.5952,7.4058,2.6017,57367,4793,560
148810,0.00075837,367.33,27.1099,8.1280,2.6191,57153,4914,653
148820,0.00075835,451.89,27.0891,8.0889,2.6297,57489,4660,571
148830,0.00075833,420.64,26.6488,7.5425,2.7375,57280,4879,561
148840,0.00075830,440.40,27.3709,8.1214,2.5636,57075,5012,633
148850,0.00075828,447.38,27.1226,7.7893,2.4435,57543,4691,486
148860,0.00075826,434.54,27.4193,7.3344,2.4441,56918,5089,712
148870,0.00075823,449.52,27.4750,7.8455,2.5198,57238,4962,520
148880,0.00075821,455.69,26.8058,7.7139,2.8325,57726,4540,454
148890,0.00075818,452.69,25.7840,7.4000,2.4624,57169,4974,576
148900,0.00075816,453.99,26.5269,8.0772,2.5846,57692,4574,454
148910,0.00075814,453.43,25.9155,7.4546,2.5363,57322,4847,551
148920,0.00075811,383.60,26.6992,7.1087,2.5890,56817,5215,688
148930,0.00075809,423.31,26.6678,7.4616,2.5012,57988,4262,470
148940,0.00075807,385.91,27.8339,7.6563,2.4764,57612,4643,466
148950,0.00075804,427.58,27.5161,7.1812,2.4929,57382,4782,557
148960,0.00075802,436.94,28.0912,7.1851,2.7147,57018,5052,650
148970,0.00075799,440.44,27.8923,7.8709,2.5822,57622,4590,508
148980,0.00075797,468.15,27.1938,7.9767,2.6763,57400,4751,568
148990,0.00075795,455.61,27.0096,7.4525,2.5650,57692,4524,504
149000,0.00075792,449.62,28.0773,7.1373,2.6037,58179,4167,374
149010,0.00075790,462.22,26.8605,7.3348,2.4796,57681,4582,456
149020,0.00075788,460.70,27.5254,7.2976,2.6081,57007,5102,611
149030,0.00075785,422.64,28.0568,7.6546,2.5912,57565,4629,526
149040,0.00075783,431.21,27.0276,7.5234,2.4276,57608,4654,458
149050,0.00075781,428.75,27.8181,7.7309,2.5167,57133,5025,562
149060,0.00075778,441.90,27.3887,7.0484,2.4305,57214,4966,539
149070,0.00075776,370.18,28.3290,7.2750,2.4506,56963,5149,608
149080,0.00075773,412.88,28.2958,7.3607,2.6854,57186,4946,587
149090,0.00075771,409.02,28.0615,8.4124,2.4832,56861,5226,632
149100,0.00075769,418.97,27.1388,7.4637,2.5351,57497,4683,540
149110,0.00075766,405.31,27.8849,7.2559,2.6399,57844,4463,413
149120,0.00075764,427.69,27.7714,8.0154,2.6649,57235,4884,601
149130,0.00075762,447.77,28.7764,7.5034,2.5804,57335,4792,592
149140,0.00075759,458.52,27.5463,8.2214,2.5626,57597,4634,489
149150,0.00075757,473.22,27.5507,8.0904,2.4149,57441,4758,520
149160,0.00075754,425.81,27.5812,7.5704,2.4966,57563,4684,473
149170,0.00075752,453.09,27.7242,7.4436,2.6601,57722,4545,453
149180,0.00075750,463.21,26.6050,7.6532,2.6615,57863,4457,401
149190,0.00075747,457.50,28.3475,7.7306,2.4919,57556,4633,531
149200,0.00075745,452.01,27.8009,7.4885,2.5038,57340,4761,619
149210,0.00075743,450.59,26.4686,7.1462,2.6419,57281,4861,578
149220,0.00075740,434.90,27.4002,7.3325,2.6151,57172,4970,578
149230,0.00075738,460.05,27.0427,7.8000,2.5156,57574,4647,499
149240,0.00075735,405.60,27.4953,7.5510,2.5622,57729,4545,446
149250,0.00075733,391.45,27.8983,7.1263,2.5660,57332,4835,553
149260,0.00075731,422.31,27.2166,8.0714,2.6447,57195,4903,622
149270,0.00075728,462.67,27.7289,7.8131,2.5612,57607,4629,484
149280,0.00075726,421.46,26.9771,7.5326,2.5551,57230,4983,507
149290,0.00075724,388.97,27.5060,8.0679,2.7525,57498,4691,532
149300,0.00075721,434.89,27.7454,7.9061,2.6233,57886,4406,428
149310,0.00075719,463.19,26.1104,7.4860,2.3859,57691,4575,454
149320,0.00075717,424.77,27.4306,7.3697,2.5774,57585,4654,481
149330,0.00075714,448.43,26.7924,7.3945,2.5118,57563,4654,504
149340,0.00075712,443.00,27.2664,8.0287,2.6391,57391,4815,514
149350,0.00075709,404.45,26.8246,7.9592,2.6002,57323,4823,574
149360,0.00075707,419.09,27.6851,7.2650,2.5728,56809,5168,743
149370,0.00075705,431.66,27.7551,8.3384,2.4722,57353,4830,537
149380,0.00075702,417.89,28.2121,7.5554,2.4954,57358,4825,536
149390,0.00075700,389.88,25.9353,7.8627,2.6492,57539,4664,517
149400,0.00075698,417.50,27.3113,8.2889,2.6537,57608,4647,465
149410,0.00075695,426.75,27.2996,7.1399,2.5177,57880,4437,403
149420,0.00075693,397.43,27.6786,7.8975,2.5632,57398,4800,522
149430,0.00075690,432.71,27.2180,7.5165,2.7003,57418,4803,500
149440,0.00075688,456.05,27.6751,7.4477,2.7029,57366,4818,537
149450,0.00075686,452.98,27.3777,7.3647,2.5442,57287,4925,508
149460,0.00075683,462.26,27.0864,7.8187,2.4274,57251,4916,553
149470,0.00075681,467.28,26.8854,7.3393,2.5721,57705,4523,492
149480,0.00075679,463.83,27.5267,7.1770,2.6370,57462,4709,549
149490,0.00075676,446.04,25.9857,7.9589,2.6025,57348,4868,504
149500,0.00075674,457.85,26.4044,7.4945,2.6791,57725,4533,461
149510,0.00075671,457.72,26.4412,7.9527,2.5304,57208,4962,551
149520,0.00075669,466.89,27.1007,9.0067,2.6818,57308,4865,546
149530,0.00075667,438.02,27.6559,7.2737,2.6995,57189,4927,604
149540,0.00075664,431.42,27.0404,7.2818,2.4751,57273,4872,574
149550,0.00075662,440.01,26.6855,7.6917,2.6518,57045,5010,666
149560,0.00075660,422.94,27.8623,6.8174,2.4837,57560,4683,477
149570,0.00075657,416.19,26.9666,9.0206,2.5614,57306,4891,522
149580,0.00075655,455.17,27.7132,7.3025,2.7465,57692,4555,473
149590,0.00075653,442.90,28.3840,7.0995,2.7933,57222,4956,543
149600,0.00075650,437.90,27.1305,7.6378,2.5101,56967,5150,603
149610,0.00075648,452.30,26.7623,7.6690,2.5862,57330,4858,533
149620,0.00075645,442.92,27.2191,7.8530,2.6644,57709,4558,453
149630,0.00075643,451.09,26.8643,7.9457,2.6211,57182,4882,656
149640,0.00075641,455.54,26.0972,8.0358,2.5185,56774,5246,700
149650,0.00075638,465.09,27.2230,7.3929,2.6291,57214,4932,574
149660,0.00075636,428.07,27.2545,7.7141,2.6703,57545,4672,503
149670,0.00075634,456.81,27.2722,8.0273,2.5371,56814,5201,705
149680,0.00075631,455.89,27.2795,7.7328,2.4888,57201,4906,613
149690,0.00075629,454.88,27.2688,7.3151,2.6489,57543,4698,480
149700,0.00075626,387.78,27.1321,7.5485,2.5325,57691,4552,477
149710,0.00075624,409.19,27.3864,7.4289,2.5380,57438,4785,497
149720,0.00075622,432.44,26.9446,7.6998,2.5650,57889,4446,385
149730,0.00075619,439.95,27.6800,8.0104,2.7015,57730,4500,491
149740,0.00075617,465.18,27.3005,7.3636,2.6109,57292,4874,553
149750,0.00075615,448.86,27.5358,7.4394,2.5089,57401,4782,537
149760,0.00075612,426.91,26.5187,7.3606,2.4907,56790,5241,689
149770,0.00075610,448.40,27.0509,8.0249,2.4789,58001,4305,414
149780,0.00075607,438.65,27.8020,7.8430,2.8002,57368,4841,511
149790,0.00075605,452.74,27.2463,7.4604,2.4702,57572,4685,463
149800,0.00075603,460.75,26.8622,8.2049,2.7070,57552,4685,484
149810,0.00075600,463.05,27.1501,7.5799,2.5944,56945,5145,630
149820,0.00075598,454.11,27.5263,7.2593,2.5707,57619,4597,504
