step,lr,total_its
201530,0.00063341,497.83
201540,0.00063338,473.12
201550,0.00063336,485.94
201560,0.00063334,493.98
201570,0.00063331,491.30
201580,0.00063329,496.97
201590,0.00063327,497.57
201600,0.00063324,515.23
201610,0.00063322,478.10
201620,0.00063320,510.72
201630,0.00063317,492.66
201640,0.00063315,507.71
201650,0.00063312,506.78
201660,0.00063310,480.27
201670,0.00063308,497.20
201680,0.00063305,491.86
201690,0.00063303,493.40
201700,0.00063301,512.99
201710,0.00063298,495.68
201720,0.00063296,490.68
201730,0.00063293,511.99
201740,0.00063291,488.77
201750,0.00063289,503.11
201760,0.00063286,501.31
201770,0.00063284,499.86
201780,0.00063282,492.95
201790,0.00063279,497.90
201800,0.00063277,492.47
201810,0.00063274,511.06
201820,0.00063272,479.35
201830,0.00063270,501.04
201840,0.00063267,475.92
201850,0.00063265,503.66
201860,0.00063263,491.15
201870,0.00063260,505.21
201880,0.00063258,496.78
201890,0.00063256,503.39
201900,0.00063253,495.42
201910,0.00063251,480.71
201920,0.00063248,498.90
201930,0.00063246,483.63
201940,0.00063244,501.63
201950,0.00063241,489.53
201960,0.00063239,484.21
201970,0.00063237,501.86
201980,0.00063234,502.20
201990,0.00063232,473.89
202000,0.00063229,395.30
202010,0.00063227,496.93
202020,0.00063225,499.16
202030,0.00063222,496.23
202040,0.00063220,499.90
202050,0.00063218,493.44
202060,0.00063215,510.71
202070,0.00063213,505.24
202080,0.00063210,487.39
202090,0.00063208,480.24
202100,0.00063206,511.78
202110,0.00063203,501.73
202120,0.00063201,462.08
202130,0.00063199,506.63
202140,0.00063196,490.37
202150,0.00063194,505.85
202160,0.00063192,499.77
202170,0.00063189,503.85
202180,0.00063187,490.21
202190,0.00063184,486.67
202200,0.00063182,505.95
202210,0.00063180,504.32
202220,0.00063177,505.35
202230,0.00063175,498.04
202240,0.00063173,511.01
202250,0.00063170,495.12
202260,0.00063168,503.18
202270,0.00063165,494.78
202280,0.00063163,498.95
202290,0.00063161,500.45
202300,0.00063158,401.10
202310,0.00063156,494.36
202320,0.00063154,493.25
202330,0.00063151,499.73
202340,0.00063149,486.57
202350,0.00063146,494.13
202360,0.00063144,498.44
202370,0.00063142,496.13
202380,0.00063139,476.36
202390,0.00063137,506.80
202400,0.00063135,490.91
202410,0.00063132,494.30
202420,0.00063130,493.97
202430,0.00063128,486.67
202440,0.00063125,502.62
202450,0.00063123,473.63
202460,0.00063120,448.62
202470,0.00063118,474.90
202480,0.00063116,499.82
202490,0.00063113,505.84
202500,0.00063111,493.78
202510,0.00063109,486.32
202520,0.00063106,509.38
202530,0.00063104,500.01
202540,0.00063101,491.80
202550,0.00063099,494.72
202560,0.00063097,513.85
202570,0.00063094,494.94
202580,0.00063092,497.19
202590,0.00063090,487.44
202600,0.00063087,506.87
202610,0.00063085,488.79
202620,0.00063082,478.62
202630,0.00063080,493.92
202640,0.00063078,499.27
202650,0.00063075,501.16
202660,0.00063073,500.17
202670,0.00063071,492.37
202680,0.00063068,472.07
202690,0.00063066,512.12
202700,0.00063064,501.07
202710,0.00063061,485.51
202720,0.00063059,506.10
202730,0.00063056,487.95
202740,0.00063054,500.04
202750,0.00063052,497.54
202760,0.00063049,505.70
202770,0.00063047,488.20
202780,0.00063045,498.83
202790,0.00063042,484.30
202800,0.00063040,489.82
202810,0.00063037,513.60
202820,0.00063035,496.60
202830,0.00063033,523.24
202840,0.00063030,511.02
202850,0.00063028,505.76
202860,0.00063026,489.79
202870,0.00063023,495.35
202880,0.00063021,507.76
202890,0.00063018,488.18
202900,0.00063016,502.21
202910,0.00063014,497.38
202920,0.00063011,392.82
202930,0.00063009,491.70
202940,0.00063007,496.96
202950,0.00063004,502.25
202960,0.00063002,496.90
202970,0.00063000,501.50
202980,0.00062997,499.20
202990,0.00062995,496.29
203000,0.00062992,490.56
203010,0.00062990,488.76
203020,0.00062988,494.67
203030,0.00062985,485.15
203040,0.00062983,490.92
203050,0.00062981,507.72
203060,0.00062978,499.16
203070,0.00062976,483.22
203080,0.00062973,488.52
203090,0.00062971,502.10
203100,0.00062969,500.34
203110,0.00062966,501.14
203120,0.00062964,496.55
203130,0.00062962,485.73
203140,0.00062959,504.99
203150,0.00062957,506.91
203160,0.00062954,500.28
203170,0.00062952,496.03
203180,0.00062950,503.25
203190,0.00062947,491.99
203200,0.00062945,499.47
203210,0.00062943,501.11
203220,0.00062940,481.41
203230,0.00062938,486.57
203240,0.00062936,493.44
203250,0.00062933,490.15
203260,0.00062931,495.69
203270,0.00062928,492.16
203280,0.00062926,492.24
203290,0.00062924,501.93
203300,0.00062921,493.40
203310,0.00062919,494.55
203320,0.00062917,507.19
203330,0.00062914,503.59
203340,0.00062912,486.29
203350,0.00062909,508.04
203360,0.00062907,499.25
203370,0.00062905,490.89
203380,0.00062902,495.80
203390,0.00062900,501.48
203400,0.00062898,493.77
203410,0.00062895,495.67
203420,0.00062893,482.95
203430,0.00062890,504.71
203440,0.00062888,507.49
203450,0.00062886,482.57
203460,0.00062883,504.70
203470,0.00062881,502.72
203480,0.00062879,510.86
203490,0.00062876,492.33
203500,0.00062874,496.07
203510,0.00062872,503.13
203520,0.00062869,486.92
203530,0.00062867,493.82
203540,0.00062864,509.49
203550,0.00062862,493.81
203560,0.00062860,464.53
203570,0.00062857,514.48
203580,0.00062855,494.52
203590,0.00062853,481.89
203600,0.00062850,469.81
203610,0.00062848,479.87
203620,0.00062845,510.71
203630,0.00062843,488.54
203640,0.00062841,506.32
203650,0.00062838,494.77
203660,0.00062836,507.81
203670,0.00062834,503.39
203680,0.00062831,502.81
203690,0.00062829,502.33
203700,0.00062826,505.78
203710,0.00062824,502.12
203720,0.00062822,492.33
203730,0.00062819,501.33
203740,0.00062817,500.56
203750,0.00062815,493.14
203760,0.00062812,505.28
203770,0.00062810,505.09
203780,0.00062808,492.41
203790,0.00062805,496.48
203800,0.00062803,495.68
203810,0.00062800,485.78
203820,0.00062798,487.11
203830,0.00062796,503.86
203840,0.00062793,502.15
203850,0.00062791,506.84
203860,0.00062789,501.91
203870,0.00062786,503.80
203880,0.00062784,486.03
203890,0.00062781,505.58
203900,0.00062779,488.88
203910,0.00062777,451.35
203920,0.00062774,502.40
203930,0.00062772,510.66
203940,0.00062770,492.43
203950,0.00062767,481.63
203960,0.00062765,495.80
203970,0.00062762,476.80
203980,0.00062760,502.19
203990,0.00062758,503.73
204000,0.00062755,407.47
204010,0.00062753,511.91
204020,0.00062751,485.71
204030,0.00062748,512.68
204040,0.00062746,491.62
204050,0.00062744,489.05
204060,0.00062741,498.85
204070,0.00062739,499.18
204080,0.00062736,516.52
204090,0.00062734,487.22
204100,0.00062732,513.10
204110,0.00062729,499.15
204120,0.00062727,500.86
204130,0.00062725,502.26
204140,0.00062722,503.28
204150,0.00062720,509.88
204160,0.00062717,492.33
204170,0.00062715,505.29
204180,0.00062713,486.60
204190,0.00062710,499.93
204200,0.00062708,492.71
204210,0.00062706,493.24
204220,0.00062703,508.33
204230,0.00062701,497.46
204240,0.00062698,492.08
204250,0.00062696,398.01
204260,0.00062694,492.35
204270,0.00062691,500.91
204280,0.00062689,497.29
204290,0.00062687,494.15
204300,0.00062684,493.75
204310,0.00062682,497.80
204320,0.00062680,497.55
204330,0.00062677,502.51
204340,0.00062675,477.52
204350,0.00062672,505.35
204360,0.00062670,497.36
204370,0.00062668,503.76
204380,0.00062665,496.83
204390,0.00062663,483.31
204400,0.00062661,488.75
204410,0.00062658,497.54
204420,0.00062656,509.09
204430,0.00062653,481.71
204440,0.00062651,479.28
204450,0.00062649,504.15
204460,0.00062646,486.94
204470,0.00062644,497.95
204480,0.00062642,497.48
204490,0.00062639,491.65
204500,0.00062637,494.69
204510,0.00062634,511.93
204520,0.00062632,485.41
204530,0.00062630,501.33
204540,0.00062627,396.29
204550,0.00062625,509.05
204560,0.00062623,488.47
204570,0.00062620,493.97
204580,0.00062618,487.23
204590,0.00062616,503.05
204600,0.00062613,503.02
204610,0.00062611,500.85
204620,0.00062608,490.79
204630,0.00062606,504.21
204640,0.00062604,514.91
204650,0.00062601,497.72
204660,0.00062599,391.06
204670,0.00062597,498.23
204680,0.00062594,514.35
204690,0.00062592,494.89
204700,0.00062589,497.10
204710,0.00062587,497.36
204720,0.00062585,506.24
204730,0.00062582,500.87
204740,0.00062580,505.56
204750,0.00062578,498.62
204760,0.00062575,508.82
204770,0.00062573,496.76
204780,0.00062570,469.68
204790,0.00062568,497.84
204800,0.00062566,488.50
204810,0.00062563,495.41
204820,0.00062561,506.04
204830,0.00062559,487.17
204840,0.00062556,484.40
204850,0.00062554,506.50
204860,0.00062552,487.49
204870,0.00062549,496.95
204880,0.00062547,496.40
204890,0.00062544,485.49
204900,0.00062542,509.42
204910,0.00062540,497.05
204920,0.00062537,492.27
204930,0.00062535,510.37
204940,0.00062533,491.63
204950,0.00062530,485.25
204960,0.00062528,505.34
204970,0.00062525,491.49
204980,0.00062523,518.29
204990,0.00062521,483.42
205000,0.00062518,491.32
205010,0.00062516,508.00
205020,0.00062514,502.89
205030,0.00062511,491.40
205040,0.00062509,513.15
205050,0.00062506,494.61
205060,0.00062504,508.77
205070,0.00062502,501.41
205080,0.00062499,502.24
205090,0.00062497,509.45
205100,0.00062495,492.34
205110,0.00062492,507.47
205120,0.00062490,499.61
205130,0.00062488,492.15
205140,0.00062485,489.35
205150,0.00062483,411.54
205160,0.00062480,509.03
205170,0.00062478,500.56
205180,0.00062476,503.71
205190,0.00062473,493.54
205200,0.00062471,496.01
205210,0.00062469,485.23
205220,0.00062466,497.57
205230,0.00062464,486.86
205240,0.00062461,494.28
205250,0.00062459,486.82
205260,0.00062457,459.45
205270,0.00062454,475.26
205280,0.00062452,508.36
205290,0.00062450,484.62
205300,0.00062447,497.42
205310,0.00062445,490.38
205320,0.00062442,497.43
205330,0.00062440,506.67
205340,0.00062438,503.51
205350,0.00062435,499.41
205360,0.00062433,506.08
205370,0.00062431,490.19
205380,0.00062428,482.31
205390,0.00062426,503.54
205400,0.00062424,507.35
205410,0.00062421,499.15
205420,0.00062419,506.30
205430,0.00062416,501.23
205440,0.00062414,509.05
205450,0.00062412,489.78
205460,0.00062409,488.95
205470,0.00062407,476.50
205480,0.00062405,516.03
205490,0.00062402,477.11
205500,0.00062400,503.26
205510,0.00062397,497.73
205520,0.00062395,507.47
205530,0.00062393,504.90
205540,0.00062390,505.27
205550,0.00062388,486.70
205560,0.00062386,516.53
205570,0.00062383,494.96
205580,0.00062381,482.06
205590,0.00062378,507.05
205600,0.00062376,499.79
205610,0.00062374,489.97
205620,0.00062371,506.38
205630,0.00062369,501.73
205640,0.00062367,489.46
205650,0.00062364,487.57
205660,0.00062362,514.11
205670,0.00062360,495.89
205680,0.00062357,479.44
205690,0.00062355,500.17
205700,0.00062352,511.31
205710,0.00062350,470.17
205720,0.00062348,494.50
205730,0.00062345,492.98
205740,0.00062343,496.85
205750,0.00062341,478.00
205760,0.00062338,499.95
205770,0.00062336,499.04
205780,0.00062333,505.22
205790,0.00062331,505.48
205800,0.00062329,500.00
205810,0.00062326,474.98
205820,0.00062324,506.52
205830,0.00062322,488.45
205840,0.00062319,487.20
205850,0.00062317,501.84
205860,0.00062314,510.72
205870,0.00062312,510.00
205880,0.00062310,488.82
205890,0.00062307,491.44
205900,0.00062305,495.31
205910,0.00062303,502.71
205920,0.00062300,501.23
205930,0.00062298,490.48
205940,0.00062296,506.73
205950,0.00062293,495.17
205960,0.00062291,492.67
205970,0.00062288,482.41
205980,0.00062286,496.27
205990,0.00062284,490.58
206000,0.00062281,395.68
206010,0.00062279,510.12
206020,0.00062277,495.72
206030,0.00062274,499.30
206040,0.00062272,483.20
206050,0.00062269,491.33
206060,0.00062267,499.16
206070,0.00062265,507.59
206080,0.00062262,503.13
206090,0.00062260,483.66
206100,0.00062258,489.83
206110,0.00062255,475.27
206120,0.00062253,508.82
206130,0.00062250,509.61
206140,0.00062248,491.55
206150,0.00062246,497.40
206160,0.00062243,496.52
206170,0.00062241,493.16
206180,0.00062239,494.25
206190,0.00062236,495.49
206200,0.00062234,497.76
206210,0.00062232,490.60
206220,0.00062229,496.18
206230,0.00062227,502.47
206240,0.00062224,509.33
206250,0.00062222,496.37
206260,0.00062220,475.82
206270,0.00062217,498.09
206280,0.00062215,509.04
206290,0.00062213,507.61
206300,0.00062210,503.84
206310,0.00062208,496.46
206320,0.00062205,499.69
206330,0.00062203,499.69
206340,0.00062201,499.53
206350,0.00062198,496.37
206360,0.00062196,505.25
206370,0.00062194,506.25
206380,0.00062191,492.16
206390,0.00062189,512.14
206400,0.00062186,497.39
206410,0.00062184,485.63
206420,0.00062182,510.59
206430,0.00062179,496.92
206440,0.00062177,488.49
206450,0.00062175,493.03
206460,0.00062172,500.89
206470,0.00062170,492.01
206480,0.00062168,496.00
206490,0.00062165,493.01
206500,0.00062163,515.12
206510,0.00062160,497.15
206520,0.00062158,498.22
206530,0.00062156,499.90
206540,0.00062153,494.59
206550,0.00062151,503.06
206560,0.00062149,503.90
206570,0.00062146,499.26
206580,0.00062144,482.75
206590,0.00062141,498.97
206600,0.00062139,496.53
206610,0.00062137,484.04
206620,0.00062134,490.45
206630,0.00062132,503.91
206640,0.00062130,501.29
206650,0.00062127,494.03
206660,0.00062125,504.46
206670,0.00062122,487.00
206680,0.00062120,494.85
206690,0.00062118,512.71
206700,0.00062115,502.79
206710,0.00062113,497.11
206720,0.00062111,494.80
206730,0.00062108,497.00
206740,0.00062106,508.06
206750,0.00062104,506.46
206760,0.00062101,498.04
206770,0.00062099,504.49
206780,0.00062096,489.45
206790,0.00062094,501.67
206800,0.00062092,506.11
206810,0.00062089,502.37
206820,0.00062087,463.84
206830,0.00062085,511.36
206840,0.00062082,498.33
206850,0.00062080,486.54
206860,0.00062077,502.15
206870,0.00062075,499.35
206880,0.00062073,489.52
206890,0.00062070,506.41
206900,0.00062068,501.40
206910,0.00062066,509.99
206920,0.00062063,493.29
206930,0.00062061,499.35
206940,0.00062058,509.83
206950,0.00062056,485.39
206960,0.00062054,512.45
206970,0.00062051,493.75
206980,0.00062049,494.08
206990,0.00062047,496.34
207000,0.00062044,510.28
207010,0.00062042,501.07
207020,0.00062040,497.95
207030,0.00062037,487.25
207040,0.00062035,488.31
207050,0.00062032,491.48
207060,0.00062030,492.54
207070,0.00062028,490.82
207080,0.00062025,504.60
207090,0.00062023,489.38
207100,0.00062021,503.79
207110,0.00062018,492.10
207120,0.00062016,499.26
207130,0.00062013,496.62
207140,0.00062011,492.40
207150,0.00062009,485.17
207160,0.00062006,483.73
207170,0.00062004,471.87
207180,0.00062002,505.46
207190,0.00061999,483.68
207200,0.00061997,483.25
207210,0.00061994,507.03
207220,0.00061992,494.64
207230,0.00061990,487.82
207240,0.00061987,498.87
207250,0.00061985,495.94
207260,0.00061983,495.84
207270,0.00061980,477.60
207280,0.00061978,491.85
207290,0.00061976,476.98
207300,0.00061973,509.33
207310,0.00061971,504.69
207320,0.00061968,485.65
207330,0.00061966,501.75
207340,0.00061964,492.97
207350,0.00061961,486.20
207360,0.00061959,496.12
207370,0.00061957,498.02
207380,0.00061954,495.14
207390,0.00061952,475.81
207400,0.00061949,489.41
207410,0.00061947,479.33
207420,0.00061945,502.86
207430,0.00061942,495.30
207440,0.00061940,503.44
207450,0.00061938,492.35
207460,0.00061935,513.97
207470,0.00061933,482.49
207480,0.00061930,484.73
207490,0.00061928,499.74
207500,0.00061926,496.28
207510,0.00061923,494.55
207520,0.00061921,492.89
207530,0.00061919,500.04
207540,0.00061916,484.21
207550,0.00061914,506.66
207560,0.00061912,474.38
207570,0.00061909,494.11
207580,0.00061907,507.75
207590,0.00061904,488.36
207600,0.00061902,499.32
207610,0.00061900,504.58
207620,0.00061897,501.77
207630,0.00061895,490.84
207640,0.00061893,498.88
207650,0.00061890,496.06
207660,0.00061888,493.43
207670,0.00061885,478.42
207680,0.00061883,491.56
207690,0.00061881,493.86
207700,0.00061878,505.03
207710,0.00061876,495.18
207720,0.00061874,490.74
207730,0.00061871,492.21
207740,0.00061869,506.65
207750,0.00061866,477.53
207760,0.00061864,515.80
207770,0.00061862,492.96
207780,0.00061859,486.27
207790,0.00061857,502.28
207800,0.00061855,484.74
207810,0.00061852,523.99
207820,0.00061850,464.87
207830,0.00061848,470.27
207840,0.00061845,493.77
207850,0.00061843,488.81
207860,0.00061840,488.67
207870,0.00061838,503.88
207880,0.00061836,490.37
207890,0.00061833,495.65
207900,0.00061831,490.35
207910,0.00061829,505.24
207920,0.00061826,496.73
207930,0.00061824,493.94
207940,0.00061821,401.42
207950,0.00061819,500.46
207960,0.00061817,490.89
207970,0.00061814,501.18
207980,0.00061812,489.26
207990,0.00061810,486.68
208000,0.00061807,403.01
208010,0.00061805,515.34
208020,0.00061802,492.15
208030,0.00061800,496.06
208040,0.00061798,505.26
208050,0.00061795,498.40
208060,0.00061793,478.94
208070,0.00061791,492.70
208080,0.00061788,505.06
208090,0.00061786,483.52
208100,0.00061784,505.25
208110,0.00061781,498.36
208120,0.00061779,501.35
208130,0.00061776,500.63
208140,0.00061774,484.62
208150,0.00061772,491.85
208160,0.00061769,503.61
208170,0.00061767,474.16
208180,0.00061765,501.94
208190,0.00061762,495.38
208200,0.00061760,496.89
208210,0.00061757,491.40
208220,0.00061755,499.25
208230,0.00061753,503.21
208240,0.00061750,481.93
208250,0.00061748,402.64
208260,0.00061746,483.72
208270,0.00061743,491.70
208280,0.00061741,488.24
208290,0.00061738,507.88
208300,0.00061736,511.93
208310,0.00061734,481.79
208320,0.00061731,483.67
208330,0.00061729,502.55
208340,0.00061727,481.52
208350,0.00061724,484.89
208360,0.00061722,496.27
208370,0.00061720,504.52
208380,0.00061717,497.95
208390,0.00061715,480.85
208400,0.00061712,499.35
208410,0.00061710,485.61
208420,0.00061708,485.02
208430,0.00061705,493.89
208440,0.00061703,469.02
208450,0.00061701,512.25
208460,0.00061698,503.18
208470,0.00061696,488.69
208480,0.00061693,484.41
208490,0.00061691,502.78
208500,0.00061689,503.78
208510,0.00061686,461.38
208520,0.00061684,512.72
208530,0.00061682,494.42
208540,0.00061679,506.62
208550,0.00061677,486.34
208560,0.00061674,507.23
208570,0.00061672,485.33
208580,0.00061670,487.99
208590,0.00061667,485.77
208600,0.00061665,512.37
208610,0.00061663,491.09
208620,0.00061660,484.34
208630,0.00061658,498.03
208640,0.00061656,490.96
208650,0.00061653,504.90
208660,0.00061651,497.36
208670,0.00061648,512.91
208680,0.00061646,483.64
208690,0.00061644,493.00
208700,0.00061641,491.43
208710,0.00061639,494.28
208720,0.00061637,489.67
208730,0.00061634,490.24
208740,0.00061632,480.33
208750,0.00061629,498.12
208760,0.00061627,511.80
208770,0.00061625,492.54
208780,0.00061622,501.56
208790,0.00061620,503.20
208800,0.00061618,486.58
208810,0.00061615,495.53
208820,0.00061613,500.21
208830,0.00061610,497.34
208840,0.00061608,500.53
208850,0.00061606,502.62
208860,0.00061603,478.75
208870,0.00061601,501.39
208880,0.00061599,493.39
208890,0.00061596,490.73
208900,0.00061594,497.99
208910,0.00061592,494.56
208920,0.00061589,499.26
208930,0.00061587,498.32
208940,0.00061584,475.22
208950,0.00061582,492.85
208960,0.00061580,522.08
208970,0.00061577,497.08
208980,0.00061575,483.39
208990,0.00061573,498.44
209000,0.00061570,503.04
209010,0.00061568,477.03
209020,0.00061565,497.66
209030,0.00061563,495.64
209040,0.00061561,507.55
209050,0.00061558,491.24
209060,0.00061556,475.55
209070,0.00061554,498.48
209080,0.00061551,498.37
209090,0.00061549,492.22
209100,0.00061546,499.33
209110,0.00061544,495.85
209120,0.00061542,483.50
209130,0.00061539,492.14
209140,0.00061537,478.99
209150,0.00061535,484.89
209160,0.00061532,370.27
209170,0.00061530,504.26
209180,0.00061528,477.44
209190,0.00061525,501.68
209200,0.00061523,491.91
209210,0.00061520,496.02
209220,0.00061518,496.36
209230,0.00061516,482.38
209240,0.00061513,500.75
209250,0.00061511,492.86
209260,0.00061509,488.01
209270,0.00061506,506.24
209280,0.00061504,484.03
209290,0.00061501,497.82
209300,0.00061499,490.59
209310,0.00061497,500.62
209320,0.00061494,491.74
209330,0.00061492,486.65
209340,0.00061490,500.21
209350,0.00061487,482.52
209360,0.00061485,505.09
209370,0.00061482,501.32
209380,0.00061480,484.48
209390,0.00061478,508.26
209400,0.00061475,468.54
209410,0.00061473,517.46
209420,0.00061471,485.05
209430,0.00061468,482.20
209440,0.00061466,495.68
209450,0.00061464,494.51
209460,0.00061461,392.29
209470,0.00061459,501.63
209480,0.00061456,478.47
209490,0.00061454,486.36
209500,0.00061452,507.81
209510,0.00061449,489.27
209520,0.00061447,503.16
209530,0.00061445,473.15
209540,0.00061442,494.73
209550,0.00061440,497.65
209560,0.00061437,498.58
209570,0.00061435,495.82
209580,0.00061433,356.42
209590,0.00061430,514.55
209600,0.00061428,495.31
209610,0.00061426,481.77
209620,0.00061423,510.70
209630,0.00061421,473.52
209640,0.00061418,498.71
209650,0.00061416,494.57
209660,0.00061414,496.94
209670,0.00061411,493.16
209680,0.00061409,484.19
209690,0.00061407,499.43
209700,0.00061404,481.94
209710,0.00061402,504.21
209720,0.00061400,496.71
209730,0.00061397,490.86
209740,0.00061395,482.79
209750,0.00061392,493.20
209760,0.00061390,507.88
209770,0.00061388,496.69
209780,0.00061385,485.58
209790,0.00061383,489.39
209800,0.00061381,495.36
209810,0.00061378,492.19
209820,0.00061376,504.61
209830,0.00061373,497.98
209840,0.00061371,491.81
209850,0.00061369,447.78
209860,0.00061366,487.40
209870,0.00061364,502.82
209880,0.00061362,482.57
209890,0.00061359,486.22
209900,0.00061357,490.90
209910,0.00061354,498.90
209920,0.00061352,500.07
209930,0.00061350,497.55
209940,0.00061347,492.39
209950,0.00061345,505.95
209960,0.00061343,495.84
209970,0.00061340,487.72
209980,0.00061338,511.64
209990,0.00061336,488.55
210000,0.00061333,397.77
210010,0.00061331,503.88
210020,0.00061328,486.98
210030,0.00061326,498.35
210040,0.00061324,494.40
210050,0.00061321,496.72
210060,0.00061319,504.71
210070,0.00061317,508.86
210080,0.00061314,492.37
210090,0.00061312,507.79
210100,0.00061309,476.89
210110,0.00061307,513.27
210120,0.00061305,496.49
210130,0.00061302,497.93
210140,0.00061300,498.34
210150,0.00061298,488.35
210160,0.00061295,495.89
210170,0.00061293,493.97
210180,0.00061290,506.56
210190,0.00061288,494.94
210200,0.00061286,474.48
210210,0.00061283,506.53
210220,0.00061281,478.32
210230,0.00061279,497.97
210240,0.00061276,496.98
210250,0.00061274,504.58
210260,0.00061272,487.09
210270,0.00061269,488.47
210280,0.00061267,500.32
210290,0.00061264,505.06
210300,0.00061262,479.70
210310,0.00061260,490.62
210320,0.00061257,511.30
210330,0.00061255,475.62
210340,0.00061253,490.24
210350,0.00061250,495.14
210360,0.00061248,498.11
210370,0.00061245,484.59
210380,0.00061243,504.48
210390,0.00061241,492.31
210400,0.00061238,494.44
210410,0.00061236,479.94
210420,0.00061234,502.97
210430,0.00061231,499.99
210440,0.00061229,492.75
210450,0.00061226,489.17
210460,0.00061224,510.38
210470,0.00061222,498.34
210480,0.00061219,490.09
210490,0.00061217,480.77
210500,0.00061215,484.54
210510,0.00061212,499.46
210520,0.00061210,503.34
210530,0.00061208,490.21
210540,0.00061205,515.89
210550,0.00061203,492.51
210560,0.00061200,483.55
210570,0.00061198,499.81
210580,0.00061196,479.80
210590,0.00061193,491.34
210600,0.00061191,504.87
210610,0.00061189,487.35
210620,0.00061186,479.67
210630,0.00061184,502.45
210640,0.00061181,502.19
210650,0.00061179,482.90
210660,0.00061177,496.52
210670,0.00061174,504.14
210680,0.00061172,490.69
210690,0.00061170,497.28
210700,0.00061167,496.81
210710,0.00061165,483.80
210720,0.00061162,483.39
210730,0.00061160,499.61
210740,0.00061158,501.41
210750,0.00061155,505.60
210760,0.00061153,467.15
210770,0.00061151,507.66
210780,0.00061148,510.91
210790,0.00061146,489.09
210800,0.00061144,491.33
210810,0.00061141,499.88
210820,0.00061139,476.23
210830,0.00061136,495.16
210840,0.00061134,497.23
210850,0.00061132,486.90
210860,0.00061129,484.95
210870,0.00061127,506.07
210880,0.00061125,488.36
210890,0.00061122,508.32
210900,0.00061120,481.39
210910,0.00061117,503.13
210920,0.00061115,491.53
210930,0.00061113,504.27
210940,0.00061110,501.16
210950,0.00061108,480.57
210960,0.00061106,501.14
210970,0.00061103,495.83
210980,0.00061101,500.13
210990,0.00061098,487.80
211000,0.00061096,498.06
211010,0.00061094,492.98
211020,0.00061091,485.91
211030,0.00061089,476.36
211040,0.00061087,498.23
211050,0.00061084,487.94
211060,0.00061082,494.41
211070,0.00061080,488.08
211080,0.00061077,507.10
211090,0.00061075,495.07
211100,0.00061072,492.22
211110,0.00061070,496.76
211120,0.00061068,494.92
211130,0.00061065,475.39
211140,0.00061063,486.79
211150,0.00061061,514.21
211160,0.00061058,501.50
211170,0.00061056,473.35
211180,0.00061053,489.89
211190,0.00061051,508.16
211200,0.00061049,484.89
211210,0.00061046,487.46
211220,0.00061044,497.02
211230,0.00061042,482.30
211240,0.00061039,487.31
211250,0.00061037,496.00
211260,0.00061034,502.51
211270,0.00061032,504.82
211280,0.00061030,491.00
211290,0.00061027,496.90
211300,0.00061025,505.49
211310,0.00061023,504.31
211320,0.00061020,497.33
211330,0.00061018,498.73
211340,0.00061016,498.83
211350,0.00061013,488.49
211360,0.00061011,495.21
211370,0.00061008,500.98
211380,0.00061006,484.26
211390,0.00061004,475.55
211400,0.00061001,513.41
211410,0.00060999,506.56
211420,0.00060997,488.64
211430,0.00060994,502.51
211440,0.00060992,494.12
211450,0.00060989,473.81
211460,0.00060987,499.26
211470,0.00060985,500.52
211480,0.00060982,504.68
211490,0.00060980,488.23
211500,0.00060978,498.30
211510,0.00060975,497.97
211520,0.00060973,479.13
211530,0.00060970,500.26
211540,0.00060968,483.39
211550,0.00060966,502.04
211560,0.00060963,494.17
211570,0.00060961,510.36
211580,0.00060959,492.59
211590,0.00060956,503.94
211600,0.00060954,488.21
211610,0.00060952,484.67
211620,0.00060949,495.96
211630,0.00060947,503.69
211640,0.00060944,486.77
211650,0.00060942,495.66
211660,0.00060940,496.86
211670,0.00060937,500.23
211680,0.00060935,487.32
211690,0.00060933,495.59
211700,0.00060930,498.65
211710,0.00060928,495.60
211720,0.00060925,495.85
211730,0.00060923,489.12
211740,0.00060921,491.31
211750,0.00060918,491.79
211760,0.00060916,487.72
211770,0.00060914,491.05
211780,0.00060911,496.18
211790,0.00060909,508.08
211800,0.00060906,487.91
211810,0.00060904,487.49
211820,0.00060902,490.56
211830,0.00060899,493.65
211840,0.00060897,499.95
211850,0.00060895,502.02
211860,0.00060892,496.01
211870,0.00060890,483.57
211880,0.00060888,487.50
211890,0.00060885,495.60
211900,0.00060883,497.11
211910,0.00060880,484.71
211920,0.00060878,500.20
211930,0.00060876,499.98
211940,0.00060873,499.18
211950,0.00060871,484.36
211960,0.00060869,496.15
211970,0.00060866,479.38
211980,0.00060864,462.90
211990,0.00060861,496.29
212000,0.00060859,405.75
212010,0.00060857,495.37
212020,0.00060854,487.32
212030,0.00060852,490.82
212040,0.00060850,484.48
212050,0.00060847,490.04
212060,0.00060845,473.88
212070,0.00060842,481.16
212080,0.00060840,508.55
212090,0.00060838,499.91
212100,0.00060835,505.60
212110,0.00060833,486.25
212120,0.00060831,486.28
212130,0.00060828,497.16
212140,0.00060826,494.79
212150,0.00060824,481.64
212160,0.00060821,504.45
212170,0.00060819,504.05
212180,0.00060816,500.97
212190,0.00060814,481.62
212200,0.00060812,500.17
212210,0.00060809,487.26
212220,0.00060807,491.64
212230,0.00060805,485.52
212240,0.00060802,506.63
212250,0.00060800,493.06
212260,0.00060797,487.70
212270,0.00060795,506.52
212280,0.00060793,488.70
