step,lr,total_its
29050,0.00061975,497.04
29060,0.00061997,501.94
29070,0.00062018,504.62
29080,0.00062039,461.80
29090,0.00062061,505.58
29100,0.00062082,484.65
29110,0.00062103,499.45
29120,0.00062125,500.75
29130,0.00062146,479.87
29140,0.00062167,513.66
29150,0.00062189,483.94
29160,0.00062210,501.12
29170,0.00062231,500.23
29180,0.00062253,487.25
29190,0.00062274,502.17
29200,0.00062295,483.70
29210,0.00062317,512.22
29220,0.00062338,500.92
29230,0.00062359,484.24
29240,0.00062381,515.58
29250,0.00062402,493.71
29260,0.00062423,506.00
29270,0.00062445,485.83
29280,0.00062466,509.03
29290,0.00062487,492.76
29300,0.00062509,493.82
29310,0.00062530,499.90
29320,0.00062551,501.32
29330,0.00062573,508.95
29340,0.00062594,503.98
29350,0.00062615,499.94
29360,0.00062637,508.10
29370,0.00062658,496.53
29380,0.00062679,504.41
29390,0.00062701,506.54
29400,0.00062722,498.69
29410,0.00062743,503.18
29420,0.00062765,485.48
29430,0.00062786,504.68
29440,0.00062807,479.22
29450,0.00062829,496.50
29460,0.00062850,502.81
29470,0.00062871,489.83
29480,0.00062893,510.51
29490,0.00062914,486.48
29500,0.00062935,485.70
29510,0.00062957,504.10
29520,0.00062978,496.13
29530,0.00062999,492.88
29540,0.00063021,497.90
29550,0.00063042,499.21
29560,0.00063063,506.19
29570,0.00063085,485.23
29580,0.00063106,499.98
29590,0.00063127,507.99
29600,0.00063149,501.78
29610,0.00063170,495.20
29620,0.00063191,507.58
29630,0.00063213,492.56
29640,0.00063234,508.69
29650,0.00063255,496.14
29660,0.00063277,511.33
29670,0.00063298,491.24
29680,0.00063319,504.94
29690,0.00063341,506.77
29700,0.00063362,487.28
29710,0.00063383,505.17
29720,0.00063405,482.45
29730,0.00063426,490.03
29740,0.00063447,492.40
29750,0.00063469,198.69
29760,0.00063490,509.22
29770,0.00063511,510.37
29780,0.00063533,482.95
29790,0.00063554,501.07
29800,0.00063575,495.78
29810,0.00063597,505.36
29820,0.00063618,504.79
29830,0.00063639,489.89
29840,0.00063661,484.18
29850,0.00063682,495.41
29860,0.00063703,487.75
29870,0.00063725,488.29
29880,0.00063746,481.40
29890,0.00063767,502.02
29900,0.00063789,497.17
29910,0.00063810,492.08
29920,0.00063831,488.28
29930,0.00063853,502.03
29940,0.00063874,487.13
29950,0.00063895,495.33
29960,0.00063917,492.56
29970,0.00063938,493.50
29980,0.00063959,490.74
29990,0.00063981,481.27
30000,0.00064002,403.03
30010,0.00064023,506.55
30020,0.00064045,474.48
30030,0.00064066,513.57
30040,0.00064087,489.35
30050,0.00064109,480.70
30060,0.00064130,497.06
30070,0.00064151,480.87
30080,0.00064173,488.04
30090,0.00064194,500.36
30100,0.00064215,501.19
30110,0.00064237,488.36
30120,0.00064258,511.07
30130,0.00064279,490.42
30140,0.00064301,505.55
30150,0.00064322,475.15
30160,0.00064343,496.83
30170,0.00064365,495.36
30180,0.00064386,497.19
30190,0.00064407,498.27
30200,0.00064429,500.03
30210,0.00064450,497.29
30220,0.00064471,500.27
30230,0.00064493,487.29
30240,0.00064514,503.60
30250,0.00064535,492.18
30260,0.00064557,497.53
30270,0.00064578,498.38
30280,0.00064599,491.20
30290,0.00064621,487.25
30300,0.00064642,498.31
30310,0.00064663,482.48
30320,0.00064685,504.18
30330,0.00064706,474.14
30340,0.00064727,496.74
30350,0.00064749,505.53
30360,0.00064770,496.52
30370,0.00064791,504.16
30380,0.00064813,493.91
30390,0.00064834,489.96
30400,0.00064855,490.32
30410,0.00064877,500.38
30420,0.00064898,498.83
30430,0.00064919,481.11
30440,0.00064941,506.49
30450,0.00064962,490.92
30460,0.00064983,505.00
30470,0.00065005,502.30
30480,0.00065026,491.31
30490,0.00065047,506.94
30500,0.00065069,499.60
30510,0.00065090,504.26
30520,0.00065111,478.40
30530,0.00065133,515.97
30540,0.00065154,484.35
30550,0.00065175,486.33
30560,0.00065197,497.20
30570,0.00065218,502.63
30580,0.00065239,486.34
30590,0.00065261,496.93
30600,0.00065282,496.82
30610,0.00065303,506.29
30620,0.00065325,491.81
30630,0.00065346,491.84
30640,0.00065367,500.25
30650,0.00065389,495.27
30660,0.00065410,505.70
30670,0.00065431,507.93
30680,0.00065453,486.06
30690,0.00065474,499.77
30700,0.00065495,501.93
30710,0.00065517,505.15
30720,0.00065538,489.23
30730,0.00065559,490.93
30740,0.00065581,503.13
30750,0.00065602,497.68
30760,0.00065623,484.17
30770,0.00065645,498.86
30780,0.00065666,496.27
30790,0.00065687,486.94
30800,0.00065709,475.77
30810,0.00065730,491.67
30820,0.00065751,497.33
30830,0.00065773,491.24
30840,0.00065794,505.25
30850,0.00065815,493.62
30860,0.00065837,500.51
30870,0.00065858,494.10
30880,0.00065879,498.76
30890,0.00065901,501.05
30900,0.00065922,497.46
30910,0.00065943,501.26
30920,0.00065965,490.37
30930,0.00065986,503.13
30940,0.00066007,491.39
30950,0.00066029,494.57
30960,0.00066050,493.94
30970,0.00066071,512.56
30980,0.00066093,495.73
30990,0.00066114,502.24
31000,0.00066135,504.78
31010,0.00066157,495.88
31020,0.00066178,492.25
31030,0.00066199,481.69
31040,0.00066221,486.63
31050,0.00066242,486.58
31060,0.00066263,503.25
31070,0.00066285,485.49
31080,0.00066306,502.96
31090,0.00066327,491.12
31100,0.00066349,497.09
31110,0.00066370,501.30
31120,0.00066391,493.83
31130,0.00066413,483.10
31140,0.00066434,501.92
31150,0.00066455,480.43
31160,0.00066477,493.46
31170,0.00066498,495.06
31180,0.00066519,496.98
31190,0.00066541,499.98
31200,0.00066562,499.83
31210,0.00066583,512.14
31220,0.00066605,492.61
31230,0.00066626,482.14
31240,0.00066647,502.17
31250,0.00066669,511.13
31260,0.00066690,473.97
31270,0.00066711,489.85
31280,0.00066733,484.88
31290,0.00066754,503.32
31300,0.00066775,495.05
31310,0.00066797,497.47
31320,0.00066818,496.62
31330,0.00066839,491.86
31340,0.00066861,482.84
31350,0.00066882,498.61
31360,0.00066903,501.21
31370,0.00066925,492.90
31380,0.00066946,488.75
31390,0.00066967,502.10
31400,0.00066989,492.01
31410,0.00067010,492.71
31420,0.00067031,516.37
31430,0.00067053,501.44
31440,0.00067074,509.84
31450,0.00067095,496.07
31460,0.00067117,492.92
31470,0.00067138,498.54
31480,0.00067159,500.50
31490,0.00067181,496.83
31500,0.00067202,360.68
31510,0.00067223,471.44
31520,0.00067245,482.78
31530,0.00067266,277.76
31540,0.00067287,501.16
31550,0.00067309,497.37
31560,0.00067330,366.81
31570,0.00067351,490.78
31580,0.00067373,513.74
31590,0.00067394,492.57
31600,0.00067415,490.83
31610,0.00067437,505.67
31620,0.00067458,489.26
31630,0.00067479,502.98
31640,0.00067501,496.33
31650,0.00067522,504.95
31660,0.00067543,497.90
31670,0.00067565,502.87
31680,0.00067586,485.08
31690,0.00067607,493.84
31700,0.00067629,489.94
31710,0.00067650,500.47
31720,0.00067671,504.04
31730,0.00067693,414.15
31740,0.00067714,490.22
31750,0.00067735,510.16
31760,0.00067757,495.10
31770,0.00067778,481.46
31780,0.00067799,502.95
31790,0.00067821,479.02
31800,0.00067842,482.10
31810,0.00067863,496.58
31820,0.00067885,482.14
31830,0.00067906,504.10
31840,0.00067927,493.77
31850,0.00067949,483.56
31860,0.00067970,493.14
31870,0.00067991,493.81
31880,0.00068013,500.77
31890,0.00068034,490.98
31900,0.00068055,511.74
31910,0.00068077,494.47
31920,0.00068098,502.69
31930,0.00068119,475.55
31940,0.00068141,461.12
31950,0.00068162,470.24
31960,0.00068183,509.17
31970,0.00068205,501.53
31980,0.00068226,494.33
31990,0.00068247,486.16
32000,0.00068269,415.94
32010,0.00068290,509.62
32020,0.00068311,495.46
32030,0.00068333,509.24
32040,0.00068354,327.53
32050,0.00068375,483.78
32060,0.00068397,497.56
32070,0.00068418,493.08
32080,0.00068439,479.38
32090,0.00068461,491.24
32100,0.00068482,499.51
32110,0.00068503,486.12
32120,0.00068525,509.02
32130,0.00068546,490.91
32140,0.00068567,504.04
32150,0.00068589,503.87
32160,0.00068610,493.19
32170,0.00068631,518.48
32180,0.00068653,490.37
32190,0.00068674,416.06
32200,0.00068695,492.69
32210,0.00068717,511.87
32220,0.00068738,484.79
32230,0.00068759,503.13
32240,0.00068781,502.86
32250,0.00068802,487.16
32260,0.00068823,398.32
32270,0.00068845,494.50
32280,0.00068866,489.36
32290,0.00068887,501.61
32300,0.00068909,490.33
32310,0.00068930,413.91
32320,0.00068951,490.67
32330,0.00068973,504.87
32340,0.00068994,393.01
32350,0.00069015,505.44
32360,0.00069037,486.29
32370,0.00069058,509.43
32380,0.00069079,488.16
32390,0.00069101,498.77
32400,0.00069122,494.53
32410,0.00069143,500.44
32420,0.00069165,493.12
32430,0.00069186,395.14
32440,0.00069207,488.29
32450,0.00069229,495.69
32460,0.00069250,477.84
32470,0.00069271,492.58
32480,0.00069293,485.00
32490,0.00069314,490.31
32500,0.00069335,509.89
32510,0.00069357,489.69
32520,0.00069378,377.87
32530,0.00069399,432.14
32540,0.00069421,496.41
32550,0.00069442,490.83
32560,0.00069463,503.32
32570,0.00069485,490.85
32580,0.00069506,474.64
32590,0.00069527,492.20
32600,0.00069549,477.12
32610,0.00069570,501.24
32620,0.00069591,489.09
32630,0.00069613,507.77
32640,0.00069634,479.31
32650,0.00069655,478.83
32660,0.00069677,494.63
32670,0.00069698,503.02
32680,0.00069719,477.32
32690,0.00069741,472.70
32700,0.00069762,503.75
32710,0.00069783,494.49
32720,0.00069805,492.57
32730,0.00069826,488.62
32740,0.00069847,503.06
32750,0.00069869,484.92
32760,0.00069890,511.80
32770,0.00069911,492.03
32780,0.00069933,503.32
32790,0.00069954,494.79
32800,0.00069975,494.05
32810,0.00069997,476.78
32820,0.00070018,378.95
32830,0.00070039,499.95
32840,0.00070061,481.31
32850,0.00070082,485.04
32860,0.00070103,498.58
32870,0.00070125,508.62
32880,0.00070146,468.19
32890,0.00070167,513.06
32900,0.00070189,496.49
32910,0.00070210,488.23
32920,0.00070231,483.71
32930,0.00070253,495.14
32940,0.00070274,492.23
32950,0.00070295,492.76
32960,0.00070317,502.24
32970,0.00070338,472.99
32980,0.00070359,512.43
32990,0.00070381,481.45
33000,0.00070402,321.80
33010,0.00070423,486.45
33020,0.00070445,466.61
33030,0.00070466,481.35
33040,0.00070487,503.00
33050,0.00070509,506.68
33060,0.00070530,337.37
33070,0.00070551,226.74
33080,0.00070573,498.47
33090,0.00070594,491.47
33100,0.00070615,487.26
33110,0.00070637,350.29
33120,0.00070658,494.19
33130,0.00070679,476.20
33140,0.00070701,272.26
33150,0.00070722,395.04
33160,0.00070743,495.10
33170,0.00070765,503.49
33180,0.00070786,313.78
33190,0.00070807,215.20
33200,0.00070829,509.45
33210,0.00070850,288.21
33220,0.00070871,504.10
33230,0.00070893,376.67
33240,0.00070914,502.30
33250,0.00070935,502.21
33260,0.00070957,503.20
33270,0.00070978,482.45
33280,0.00070999,418.31
33290,0.00071021,478.16
33300,0.00071042,498.13
33310,0.00071063,456.51
33320,0.00071085,403.15
33330,0.00071106,181.94
33340,0.00071127,487.75
33350,0.00071149,474.63
33360,0.00071170,429.93
33370,0.00071191,312.33
33380,0.00071213,380.30
33390,0.00071234,227.27
33400,0.00071255,498.30
33410,0.00071277,499.66
33420,0.00071298,494.98
33430,0.00071319,506.50
33440,0.00071341,481.76
33450,0.00071362,496.78
33460,0.00071383,504.73
33470,0.00071405,496.35
33480,0.00071426,500.39
33490,0.00071447,493.27
33500,0.00071469,487.42
33510,0.00071490,501.30
33520,0.00071511,497.04
33530,0.00071533,503.04
33540,0.00071554,498.98
33550,0.00071575,490.31
33560,0.00071597,499.57
33570,0.00071618,497.23
33580,0.00071639,504.77
33590,0.00071661,506.53
33600,0.00071682,494.40
33610,0.00071703,419.83
33620,0.00071725,506.76
33630,0.00071746,488.68
33640,0.00071767,499.41
33650,0.00071789,500.67
33660,0.00071810,496.47
33670,0.00071831,497.17
33680,0.00071853,508.32
33690,0.00071874,494.85
33700,0.00071895,483.52
33710,0.00071917,303.79
33720,0.00071938,220.81
33730,0.00071959,486.61
33740,0.00071981,429.78
33750,0.00072002,506.17
33760,0.00072023,494.97
33770,0.00072045,494.19
33780,0.00072066,494.07
33790,0.00072087,495.12
33800,0.00072109,497.29
33810,0.00072130,499.22
33820,0.00072151,483.39
33830,0.00072173,500.29
33840,0.00072194,491.58
33850,0.00072215,375.29
33860,0.00072237,508.97
33870,0.00072258,492.43
33880,0.00072279,491.59
33890,0.00072301,501.02
33900,0.00072322,448.03
33910,0.00072343,147.72
33920,0.00072365,403.63
33930,0.00072386,508.87
33940,0.00072407,504.13
33950,0.00072429,427.93
33960,0.00072450,409.81
33970,0.00072471,499.36
33980,0.00072493,468.85
33990,0.00072514,454.54
34000,0.00072535,413.66
34010,0.00072557,499.13
34020,0.00072578,509.65
34030,0.00072599,500.39
34040,0.00072621,499.94
34050,0.00072642,501.70
34060,0.00072663,500.19
34070,0.00072685,484.64
34080,0.00072706,500.64
34090,0.00072727,512.01
34100,0.00072749,502.41
34110,0.00072770,498.14
34120,0.00072791,498.60
34130,0.00072813,496.37
34140,0.00072834,382.74
34150,0.00072855,506.20
34160,0.00072877,507.96
34170,0.00072898,498.90
34180,0.00072919,481.63
34190,0.00072941,509.20
34200,0.00072962,486.42
34210,0.00072983,499.99
34220,0.00073005,493.24
34230,0.00073026,481.77
34240,0.00073047,503.25
34250,0.00073069,490.10
34260,0.00073090,496.88
34270,0.00073111,495.95
34280,0.00073133,496.79
34290,0.00073154,492.71
34300,0.00073175,501.69
34310,0.00073197,513.06
34320,0.00073218,486.86
34330,0.00073239,496.91
34340,0.00073261,488.02
34350,0.00073282,504.39
34360,0.00073303,498.61
34370,0.00073325,498.35
34380,0.00073346,485.07
34390,0.00073367,486.42
34400,0.00073389,503.44
34410,0.00073410,501.56
34420,0.00073431,462.07
34430,0.00073453,484.39
34440,0.00073474,504.93
34450,0.00073495,503.52
34460,0.00073517,494.29
34470,0.00073538,506.18
34480,0.00073559,506.49
34490,0.00073581,484.25
34500,0.00073602,483.42
34510,0.00073623,369.10
34520,0.00073645,457.45
34530,0.00073666,418.20
34540,0.00073687,504.71
34550,0.00073709,507.14
34560,0.00073730,504.30
34570,0.00073751,498.50
34580,0.00073773,501.42
34590,0.00073794,499.01
34600,0.00073815,506.91
34610,0.00073837,499.60
34620,0.00073858,495.78
34630,0.00073879,504.57
34640,0.00073901,494.93
34650,0.00073922,494.64
34660,0.00073943,490.45
34670,0.00073965,491.58
34680,0.00073986,503.65
34690,0.00074007,500.58
34700,0.00074029,485.56
34710,0.00074050,449.09
34720,0.00074071,507.86
34730,0.00074093,501.49
34740,0.00074114,491.55
34750,0.00074135,504.76
34760,0.00074157,500.84
34770,0.00074178,489.90
34780,0.00074199,478.49
34790,0.00074221,490.09
34800,0.00074242,479.91
34810,0.00074263,262.96
34820,0.00074285,487.52
34830,0.00074306,498.78
34840,0.00074327,491.00
34850,0.00074349,511.95
34860,0.00074370,492.82
34870,0.00074391,500.69
34880,0.00074413,480.58
34890,0.00074434,477.92
34900,0.00074455,512.96
34910,0.00074477,486.66
34920,0.00074498,511.17
34930,0.00074519,501.50
34940,0.00074541,490.36
34950,0.00074562,489.02
34960,0.00074583,501.06
34970,0.00074605,493.53
34980,0.00074626,491.53
34990,0.00074647,490.39
35000,0.00074669,505.75
35010,0.00074690,495.49
35020,0.00074711,495.65
35030,0.00074733,494.51
35040,0.00074754,492.07
35050,0.00074775,504.73
35060,0.00074797,503.71
35070,0.00074818,494.44
35080,0.00074839,480.78
35090,0.00074861,501.93
35100,0.00074882,507.64
35110,0.00074903,507.28
35120,0.00074925,486.93
35130,0.00074946,502.30
35140,0.00074967,480.79
35150,0.00074989,506.16
35160,0.00075010,488.94
35170,0.00075031,494.88
35180,0.00075053,485.02
35190,0.00075074,499.64
35200,0.00075095,500.05
35210,0.00075117,490.80
35220,0.00075138,407.57
35230,0.00075159,275.74
35240,0.00075181,503.90
35250,0.00075202,485.12
35260,0.00075223,499.30
35270,0.00075245,503.01
35280,0.00075266,482.25
35290,0.00075287,502.42
35300,0.00075309,488.30
35310,0.00075330,509.52
35320,0.00075351,490.45
35330,0.00075373,504.05
35340,0.00075394,510.34
35350,0.00075415,493.75
35360,0.00075437,499.74
35370,0.00075458,493.55
35380,0.00075479,493.01
35390,0.00075501,490.71
35400,0.00075522,506.83
35410,0.00075543,511.24
35420,0.00075565,495.65
35430,0.00075586,491.91
35440,0.00075607,475.53
35450,0.00075629,499.01
35460,0.00075650,504.45
35470,0.00075671,500.78
35480,0.00075693,508.16
35490,0.00075714,493.60
35500,0.00075735,499.14
35510,0.00075757,497.58
35520,0.00075778,500.61
35530,0.00075799,480.22
35540,0.00075821,490.54
35550,0.00075842,499.86
35560,0.00075863,499.79
35570,0.00075885,483.61
35580,0.00075906,491.79
35590,0.00075927,500.94
35600,0.00075949,502.78
35610,0.00075970,377.17
35620,0.00075991,497.18
35630,0.00076013,498.50
35640,0.00076034,389.25
35650,0.00076055,506.25
35660,0.00076077,500.31
35670,0.00076098,512.38
35680,0.00076119,490.96
35690,0.00076141,492.74
35700,0.00076162,363.80
35710,0.00076183,256.93
35720,0.00076205,473.89
35730,0.00076226,470.56
35740,0.00076247,488.50
35750,0.00076269,499.85
35760,0.00076290,498.51
35770,0.00076311,508.27
35780,0.00076333,495.59
35790,0.00076354,499.44
35800,0.00076375,481.79
35810,0.00076397,477.92
35820,0.00076418,507.92
35830,0.00076439,489.42
35840,0.00076461,501.48
35850,0.00076482,483.61
35860,0.00076503,497.00
35870,0.00076525,498.48
35880,0.00076546,489.13
35890,0.00076567,504.51
35900,0.00076589,513.96
35910,0.00076610,491.83
35920,0.00076631,497.19
35930,0.00076653,504.74
35940,0.00076674,490.39
35950,0.00076695,490.74
35960,0.00076717,499.53
35970,0.00076738,496.04
35980,0.00076759,494.33
35990,0.00076781,490.46
36000,0.00076802,407.23
36010,0.00076823,508.62
36020,0.00076845,502.36
36030,0.00076866,504.65
36040,0.00076887,500.62
36050,0.00076909,484.42
36060,0.00076930,497.23
36070,0.00076951,497.35
36080,0.00076973,486.65
36090,0.00076994,499.68
36100,0.00077015,487.17
36110,0.00077037,510.66
36120,0.00077058,503.55
36130,0.00077079,502.89
36140,0.00077101,506.92
36150,0.00077122,502.21
36160,0.00077143,498.99
36170,0.00077165,495.41
36180,0.00077186,498.26
36190,0.00077207,501.96
36200,0.00077229,486.78
36210,0.00077250,489.88
36220,0.00077271,492.52
36230,0.00077293,502.23
36240,0.00077314,487.18
36250,0.00077335,497.70
36260,0.00077357,496.43
36270,0.00077378,505.68
36280,0.00077399,486.45
36290,0.00077421,493.77
36300,0.00077442,495.76
36310,0.00077463,490.68
36320,0.00077485,503.40
36330,0.00077506,481.39
36340,0.00077527,507.33
36350,0.00077549,499.62
36360,0.00077570,501.68
36370,0.00077591,512.36
36380,0.00077613,496.59
36390,0.00077634,498.41
36400,0.00077655,506.71
36410,0.00077677,502.97
36420,0.00077698,505.31
36430,0.00077719,505.47
36440,0.00077741,495.91
36450,0.00077762,507.07
36460,0.00077783,504.23
36470,0.00077805,475.03
36480,0.00077826,514.01
36490,0.00077847,478.77
36500,0.00077869,482.18
36510,0.00077890,489.34
36520,0.00077911,501.90
36530,0.00077933,498.22
36540,0.00077954,490.36
36550,0.00077975,489.54
36560,0.00077997,503.97
36570,0.00078018,474.86
36580,0.00078039,512.77
36590,0.00078061,491.95
36600,0.00078082,479.84
36610,0.00078103,492.56
36620,0.00078125,493.16
36630,0.00078146,490.34
36640,0.00078167,485.13
36650,0.00078189,490.57
36660,0.00078210,491.28
36670,0.00078231,503.99
36680,0.00078253,484.39
36690,0.00078274,520.45
36700,0.00078295,498.04
36710,0.00078317,500.12
36720,0.00078338,507.04
36730,0.00078359,485.88
36740,0.00078381,498.06
36750,0.00078402,500.74
36760,0.00078423,507.81
36770,0.00078445,511.43
36780,0.00078466,490.55
36790,0.00078487,494.64
36800,0.00078509,503.37
36810,0.00078530,503.61
36820,0.00078551,508.27
36830,0.00078573,504.52
36840,0.00078594,505.04
36850,0.00078615,495.60
36860,0.00078637,515.20
36870,0.00078658,496.97
36880,0.00078679,479.06
36890,0.00078701,485.23
36900,0.00078722,494.18
36910,0.00078743,500.18
36920,0.00078765,505.62
36930,0.00078786,488.99
36940,0.00078807,493.73
36950,0.00078829,500.86
36960,0.00078850,469.75
36970,0.00078871,509.03
36980,0.00078893,496.22
36990,0.00078914,511.60
37000,0.00078935,499.91
37010,0.00078957,507.16
37020,0.00078978,485.76
37030,0.00078999,479.35
37040,0.00079021,483.62
37050,0.00079042,498.32
37060,0.00079063,478.29
37070,0.00079085,495.52
37080,0.00079106,482.86
37090,0.00079127,510.27
37100,0.00079149,485.64
37110,0.00079170,494.37
37120,0.00079191,481.80
37130,0.00079213,505.40
37140,0.00079234,502.63
37150,0.00079255,497.92
37160,0.00079277,502.59
37170,0.00079298,500.41
37180,0.00079319,398.48
37190,0.00079341,492.38
37200,0.00079362,489.36
37210,0.00079383,486.59
37220,0.00079405,485.42
37230,0.00079426,398.81
37240,0.00079447,492.52
37250,0.00079469,499.23
37260,0.00079490,501.42
37270,0.00079511,501.85
37280,0.00079533,495.64
37290,0.00079554,497.48
37300,0.00079575,496.42
37310,0.00079597,494.72
37320,0.00079618,497.38
37330,0.00079639,497.93
37340,0.00079661,492.33
37350,0.00079682,399.14
37360,0.00079703,402.67
37370,0.00079725,489.08
37380,0.00079746,501.27
37390,0.00079767,473.56
37400,0.00079789,504.50
37410,0.00079810,504.72
37420,0.00079831,507.61
37430,0.00079853,490.94
37440,0.00079874,488.63
37450,0.00079895,495.79
37460,0.00079917,494.94
37470,0.00079938,485.34
37480,0.00079959,495.80
37490,0.00079981,506.47
37500,0.00080002,489.03
37510,0.00080023,503.25
37520,0.00080045,483.03
37530,0.00080066,489.79
37540,0.00080087,503.34
37550,0.00080109,479.72
37560,0.00080130,509.69
37570,0.00080151,499.06
37580,0.00080173,500.03
37590,0.00080194,487.72
37600,0.00080215,494.21
37610,0.00080237,508.68
37620,0.00080258,504.35
37630,0.00080279,492.30
37640,0.00080301,507.68
37650,0.00080322,511.55
37660,0.00080343,486.06
37670,0.00080365,485.57
37680,0.00080386,496.27
37690,0.00080407,490.34
37700,0.00080429,488.56
37710,0.00080450,492.14
37720,0.00080471,493.10
37730,0.00080493,494.41
37740,0.00080514,470.48
37750,0.00080535,501.22
37760,0.00080557,519.62
37770,0.00080578,492.19
37780,0.00080599,496.74
37790,0.00080621,502.29
37800,0.00080642,498.73
37810,0.00080663,500.06
37820,0.00080685,501.03
37830,0.00080706,496.59
37840,0.00080727,500.48
37850,0.00080749,495.61
37860,0.00080770,481.16
37870,0.00080791,501.60
37880,0.00080813,467.72
37890,0.00080834,495.46
37900,0.00080855,492.88
37910,0.00080877,490.77
37920,0.00080898,488.36
37930,0.00080919,496.96
37940,0.00080941,500.69
37950,0.00080962,501.04
37960,0.00080983,493.13
37970,0.00081005,504.41
37980,0.00081026,494.66
37990,0.00081047,503.41
38000,0.00081069,401.66
38010,0.00081090,515.84
38020,0.00081111,480.93
38030,0.00081133,501.88
38040,0.00081154,496.74
38050,0.00081175,486.73
38060,0.00081197,511.02
38070,0.00081218,503.51
38080,0.00081239,497.09
38090,0.00081261,495.18
38100,0.00081282,485.63
38110,0.00081303,499.57
38120,0.00081325,473.45
38130,0.00081346,490.38
38140,0.00081367,467.44
38150,0.00081389,513.62
38160,0.00081410,504.08
38170,0.00081431,487.11
38180,0.00081453,506.73
38190,0.00081474,500.40
38200,0.00081495,479.15
38210,0.00081517,475.44
38220,0.00081538,488.56
38230,0.00081559,504.82
38240,0.00081581,491.24
38250,0.00081602,510.31
38260,0.00081623,485.98
38270,0.00081645,486.14
38280,0.00081666,488.59
38290,0.00081687,501.59
38300,0.00081709,492.88
38310,0.00081730,491.73
38320,0.00081751,479.30
38330,0.00081773,495.84
38340,0.00081794,490.51
38350,0.00081815,504.96
38360,0.00081837,496.88
38370,0.00081858,490.85
38380,0.00081879,506.51
38390,0.00081901,506.12
38400,0.00081922,501.54
38410,0.00081943,494.76
38420,0.00081965,498.88
38430,0.00081986,493.72
38440,0.00082007,507.93
38450,0.00082029,495.91
38460,0.00082050,513.95
38470,0.00082071,501.99
38480,0.00082093,480.23
38490,0.00082114,500.30
38500,0.00082135,492.67
38510,0.00082157,514.47
38520,0.00082178,492.52
38530,0.00082199,471.63
38540,0.00082221,508.58
38550,0.00082242,490.10
38560,0.00082263,497.36
38570,0.00082285,482.45
38580,0.00082306,489.41
38590,0.00082327,502.95
38600,0.00082349,495.53
38610,0.00082370,491.62
38620,0.00082391,499.41
38630,0.00082413,490.88
38640,0.00082434,503.08
38650,0.00082455,493.64
38660,0.00082477,496.66
38670,0.00082498,478.85
38680,0.00082519,500.38
38690,0.00082541,503.06
38700,0.00082562,498.38
38710,0.00082583,508.70
38720,0.00082605,491.50
38730,0.00082626,478.02
38740,0.00082647,489.71
38750,0.00082669,481.79
38760,0.00082690,493.07
38770,0.00082711,515.09
38780,0.00082733,486.92
38790,0.00082754,494.25
38800,0.00082775,485.32
38810,0.00082797,499.32
38820,0.00082818,511.44
38830,0.00082839,477.89
38840,0.00082861,488.93
38850,0.00082882,497.04
38860,0.00082903,484.23
38870,0.00082925,501.73
38880,0.00082946,488.74
38890,0.00082967,492.81
38900,0.00082989,487.28
38910,0.00083010,497.71
38920,0.00083031,466.81
38930,0.00083053,484.08
38940,0.00083074,473.87
38950,0.00083095,461.19
38960,0.00083117,499.02
38970,0.00083138,478.16
38980,0.00083159,494.35
38990,0.00083181,492.88
39000,0.00083202,479.31
39010,0.00083223,510.80
39020,0.00083245,488.45
39030,0.00083266,497.46
39040,0.00083287,508.78
39050,0.00083309,499.81
39060,0.00083330,488.89
39070,0.00083351,497.72
39080,0.00083373,492.64
39090,0.00083394,499.90
39100,0.00083415,491.03
39110,0.00083437,499.61
39120,0.00083458,496.92
39130,0.00083479,502.88
39140,0.00083501,487.32
39150,0.00083522,499.58
39160,0.00083543,496.92
39170,0.00083565,488.01
39180,0.00083586,465.26
39190,0.00083607,506.42
39200,0.00083629,492.85
39210,0.00083650,489.59
39220,0.00083671,494.51
39230,0.00083693,492.98
39240,0.00083714,490.74
39250,0.00083735,481.37
39260,0.00083757,497.71
39270,0.00083778,494.14
39280,0.00083799,499.26
39290,0.00083821,487.37
39300,0.00083842,493.04
39310,0.00083863,506.65
39320,0.00083885,482.82
39330,0.00083906,504.03
39340,0.00083927,494.91
39350,0.00083949,509.55
39360,0.00083970,505.19
39370,0.00083991,498.63
39380,0.00084013,490.27
39390,0.00084034,513.86
39400,0.00084055,486.61
39410,0.00084077,512.39
39420,0.00084098,492.30
39430,0.00084119,486.75
39440,0.00084141,478.45
39450,0.00084162,505.99
39460,0.00084183,503.83
39470,0.00084205,499.75
39480,0.00084226,496.18
39490,0.00084247,490.18
39500,0.00084269,484.20
39510,0.00084290,504.94
39520,0.00084311,500.83
39530,0.00084333,490.09
39540,0.00084354,470.55
39550,0.00084375,512.70
39560,0.00084397,503.52
39570,0.00084418,497.20
39580,0.00084439,495.78
39590,0.00084461,502.32
39600,0.00084482,482.69
39610,0.00084503,499.29
39620,0.00084525,498.56
39630,0.00084546,499.68
39640,0.00084567,484.90
39650,0.00084589,510.61
39660,0.00084610,496.64
39670,0.00084631,502.13
39680,0.00084653,497.46
39690,0.00084674,492.81
39700,0.00084695,503.51
39710,0.00084717,499.49
39720,0.00084738,492.96
39730,0.00084759,495.83
39740,0.00084781,494.06
39750,0.00084802,478.24
39760,0.00084823,504.07
39770,0.00084845,494.26
39780,0.00084866,497.44
39790,0.00084887,491.04
39800,0.00084909,501.64
